Cat,AUN,LEA Name,County,Total Local Revenue 6000 ,"Current Real Estate Taxes
6111",Interim Real Estate Taxes 6112,Public Utility Realty Tax 6113,Payment in Lieu State & Local 6114,Payment in Lieu Federal 6115,"Per Capita, Section 679 6120",Current Act 1 Earned Income Tax 6131,Current Act 511 Per Capita Taxes 6141,Current Act 511 Occupation Taxes-Flat Rate 6142,Current Act 511 Local Services Taxes 6143,Current Act 511 Business Privilege Taxes-Flat Rate 6145,Current Act 511 Mechanical Device Taxes-Flat Rate 6146,Current Act 511 Taxes-Other Flat Rate Assessments 6149,Current Act 511 Earned Income Taxes 6151,Current Act 511 Occupation Taxes 6152,Current Act 511 Real Estate Transfer Taxes 6153,Current Act 511 Amusement Taxes 6154,Current Act 511 Business Privilege Taxes 6155,Current Act 511 Mechanical Device Taxes-Percentage 6156,Current Act 511 Mercantile Taxes 6157,Current Act 511 Taxes-Other Proportional Assessments 6159,Earned Income Tax 6161,Liquor Sales Tax 6162,Cigarette Tax 6163,Sales and Use Tax 6164,General Business Taxes 6165,Business Use & Occupancy Tax 6166,Non-Business Income Tax 6167,Real Estate Transfer Tax 6168,Delinquent Taxes 6400,Earnings on Investments 6500,Food Service Revenue 6600,Revenue from LEA Activities 6700,Revenue from Local Gov't Units 6810,State Revenue from Other Public Schools 6821,State Revenue from Other Sources 6829,Federal Revenue from Other PA LEAs  6831,Federal IDEA Revenue Received as Pass Through 6832,Federal ARP Act IDEA Revenue Received as Pass Through for Other PA LEAs 6833,Federal ARP Act IDEA Preschool Revenue Received as Pass Through from Other PA LEAs 6834,Federal COVID Related Revenue Received as Pass Through 6837,Federal COVID Related Revenue Received as Pass Through from Other PA LEAs 6838,Federal Revenue from Other Sources 6839,Other Federal Revenue from Intermediary Sources 6890,Rentals 6910,Contributions from Private Sources 6920,Regular Day School Tuition 6941,Summer School Tuition 6942,Adult Education Tuition 6943,Receipts from Other LEAs in PA - Education 6944,Receipts from Out-of-State LEAs 6945,Receipts From Member Districts – AVTS / Special Program Jointure Only 6946,Other Tuition from Patrons 6949,Transportation Services Provided Other PA LEAs 6961,Other Services Provided Other PA LEAs 6962,All Other Services Provided Other Govt's 6969,Services Provided Other Funds 6970,Revenue from Community Services Activities 6980,Refunds of a Prior Year Expenditure 6991,Energy Efficiency Revenues and Incentives 6992,Other Revenues Not Specified Elsewhere 6999
1.0,124153503.0,Great Valley SD,Chester,102248481.11,92608346.25,909146.09,85971.85,,,,,,,,,,,,,2939042.73,,,,,,,,,,,,,,1388767.4,2807339.44,,275869.05,105700.0,,,96446.0,635574.0,,,,,,,298900.52,,,47904.88,,,,,,,,,,,2797.44,,46675.46
1.0,124154003.0,Kennett Consolidated SD,Chester,77119636.95,64566172.11,917582.43,68527.36,,,,,,,,,,,5982036.16,,1292374.21,,,,,,,,,,,,,,1803958.86,1518406.83,,65966.35,,,,91916.22,474810.47,,,,,,,56906.25,166909.12,,1550.0,,,,,,73979.24,,,,,,,38541.34
1.0,124156503.0,Octorara Area SD,Chester,41182695.16,34800283.14,155560.49,36435.06,,,,,,,,,,,3172129.91,,564229.29,,,,,,,,,,,,,,768506.09,542807.92,,42784.5,32000.37,,,,312207.76,87981.28,,,,,,87373.0,1678.74,,,,,,,471354.8,,,,,350.0,,,107012.81
1.0,124156603.0,Owen J Roberts SD,Chester,98856153.19,79208929.51,1396621.4,85980.18,2620.29,,,,,,,,,,9014510.23,,1711046.96,,,,409506.41,,,,,,,,,,2227611.49,2537243.27,,102176.7,,,,54959.14,955834.39,155121.16,,,,,,104675.0,97875.38,,118667.4,,,,,36915.0,,,,,70312.0,52351.22,,513196.06
1.0,124156703.0,Oxford Area SD,Chester,45742158.34,37618158.36,477733.29,38464.78,,,,,,,,,,,3428235.75,,666809.42,,,,,,,,,,,,,,1678163.23,662063.77,,167408.54,,,,,561240.46,,,,,,70569.02,150542.05,75000.0,1472.0,,,,,,,,,,,,146297.67,,
1.0,124157203.0,Phoenixville Area SD,Chester,89676546.86,68609062.57,2047712.2,76252.08,,,,,167721.21,,,,,,9156760.91,1684320.11,1786974.06,,,,,,,,,,,,,,2539573.68,2298501.89,,100626.0,,,,,566249.08,,,,,,,446448.59,-2545.28,,8150.0,,,,,,,,,,,35263.18,7216.42,148260.16
1.0,124157802.0,Tredyffrin-Easttown SD,Chester,139584385.98,127950660.84,573482.19,119711.28,,,,,,,,,,,,,3582047.58,,,,,,,,,,,,,,1230699.27,3867541.64,,389821.14,,,,,1004896.0,23290.59,,,,,,646222.83,,,,,,,,,,,,,,,,196012.62
1.0,124158503.0,Unionville-Chadds Ford SD,Chester,78398387.82,72329549.11,311027.39,69016.6,,,,,,,,,,,,,1672099.03,,,,,,,,,,,,,,1369984.71,1466427.94,,375372.73,,,,,572193.18,,,,,,,121584.9,,16300.0,,,16115.18,,,10740.0,,,,,,,25397.44,42579.61
1.0,124159002.0,West Chester Area SD,Chester,234686411.85,186360119.7,1933510.38,204098.15,,,,,,,,,,,27623001.27,,6173488.86,,,,,,,,,,,,,,2920510.73,6556408.78,,281109.79,,,,5504.0,1366031.27,,,,,,,702634.28,1950.0,,38577.06,,94260.3,,,,,,,,,6110.4,339981.31,79115.57
1.0,106160303.0,Allegheny-Clarion Valley SD,Clarion,4581239.77,3362774.07,,4471.25,98.4,,14060.3,,14060.3,,,,,,582015.19,,112675.16,,,,,,,,,,,,,,239643.31,18487.14,,15710.43,,32635.87,588.9,,131057.24,26374.67,,,,,,,,,,,,,,,,14640.08,2105.22,,,70.06,4954.56,4817.62
1.0,106161203.0,Clarion Area SD,Clarion,8618261.21,6558212.29,,7781.32,4790.77,,12618.4,,12618.4,,30992.83,,,,828219.67,113789.25,107461.48,,,,,,,,,,,,,,235963.27,203688.56,,43853.0,,,,,182508.62,,,,,,,900.0,4910.0,9000.0,,,253083.97,,,,,,,,,,,7869.38
1.0,106161703.0,Clarion-Limestone Area SD,Clarion,5815051.88,4085501.71,,5204.74,68266.33,,15492.35,,15492.35,,25788.83,,,,896533.16,,86445.67,,,,,,,,,,,,,,219584.01,136673.67,,43248.5,,33656.45,,,135296.36,28162.57,,,,,,,6200.0,,,,,,,,,,,,,,,13505.18
1.0,106166503.0,Keystone SD,Clarion,5633675.44,3470908.78,,4698.32,5300.77,,17262.9,,17262.9,,,,,,849344.88,166631.25,84276.55,,,,,,,,,,,,,,336058.06,306484.53,,60410.18,,73592.9,,,181700.5,,,,,,,,100.0,,,,32359.23,,,,,,,,,5730.67,,21553.02
1.0,106167504.0,North Clarion County SD,Clarion,3865189.0,2721796.21,,3272.28,15167.87,,11436.6,,11436.6,,,,,,517319.85,65607.48,72924.96,,,,,,,,,,,,,,161213.01,13203.34,,19312.0,,,,,111422.05,,,,,,79174.88,400.0,16582.91,41689.35,750.0,,,,,,,,,,,,,2479.61
1.0,106168003.0,Redbank Valley SD,Clarion,5007696.57,3231964.34,,4191.43,5089.73,,10730.66,,37180.69,22429.7,,,,,857170.03,,70367.38,,,,,,,,,,,,,,194500.14,67199.52,,116904.65,,121340.77,,3303.64,194828.14,40902.78,,,,,,1625.0,2765.0,1596.83,3200.0,,,,,,,,,,,,,20406.14
1.0,106169003.0,Union SD,Clarion,3054950.04,1673430.89,,2330.73,4525.9,,9031.65,,9031.65,,5596.97,,,,413595.61,84270.6,38867.02,,,,,,,,,,,,,,179280.26,330560.0,,12722.0,,56305.33,,,167958.09,,,,,,,3787.9,,,,,,,,,17548.41,16751.58,,,,,,29355.45
1.0,110171003.0,Clearfield Area SD,Clearfield,17711996.43,12363662.31,,15089.35,162207.85,,,,,,45973.94,,,,1926060.26,,242785.03,,,,,,,,,,,,,,1555739.8,438113.1,,70631.0,,,,45266.0,592397.45,,,,,,,3286.83,6717.22,71653.5,,,119994.0,,,,,,,,,29736.98,,22681.81
1.0,110171803.0,Curwensville Area SD,Clearfield,4573234.41,3394141.0,,4259.0,12511.0,,,,,,,,,,765037.0,,206634.0,,,,,,,,,,,,,,182362.0,171178.0,,19590.41,,35398.0,,,235814.0,,,,,,,,,,,,,,,,,,,,,,1257.0,-454947.0
1.0,106172003.0,DuBois Area SD,Clearfield,27604838.4,19277171.21,,24133.6,251292.03,,61513.5,,61513.5,,77082.51,,,,3780407.21,,623514.51,,,,,,,,,,,,,,1089668.02,999097.98,,79594.66,,,,,910921.23,188868.02,,,,,,13688.61,34000.47,96012.57,,,,,,,,,,,,,,36358.77
1.0,110173003.0,Glendale SD,Clearfield,3976215.66,2592962.84,,3442.83,20127.33,,8888.3,,8888.3,4663.25,,,,,527535.09,,59277.55,,,,,,,,,,,,,,315423.83,90103.33,,19173.36,,,,,232171.0,10242.68,,,,,,561.12,44281.99,,,,,,,,,,,,,25706.64,,12766.22
1.0,110173504.0,Harmony Area SD,Clearfield,1542159.6,885376.18,,1198.06,3355.68,,4376.55,,4376.55,,5711.4,,,,205845.31,,32064.23,,,,,,,,,,,,,,116716.17,18742.3,,9454.25,,,160000.0,,79603.35,,,,,,,4050.0,10150.0,,,,,,,,,,,,,,,1139.57
1.0,110175003.0,Moshannon Valley SD,Clearfield,4241617.87,2651641.48,,3814.81,3750.18,,13257.0,,13257.0,,,,,,748394.63,,74072.97,,,,,,,,,,,,,,349592.66,132017.8,,25466.73,,,,198633.36,2863.0,,,,,,,4400.0,10422.99,,,,,,,,,,,,,,,10033.26
1.0,110177003.0,Philipsburg-Osceola Area SD,Clearfield,12954891.26,9528047.54,,11178.72,97756.77,,20648.4,,20648.4,,,,,,1541075.09,,185113.0,,,,,,,,,,,,,,695839.35,121363.25,,42192.11,,,,,355221.0,,,,,48538.98,,6546.96,68751.72,,,,,,,,,,,,,18046.7,1051.48,192871.79
1.0,110179003.0,West Branch Area SD,Clearfield,6340408.59,3962954.18,,4950.45,49166.91,,16108.4,,16108.4,14462.5,6006.9,,,,807504.68,,159013.88,,,,,,,,,,,,,,338804.03,258582.6,,33253.81,,65556.88,193400.43,,354103.66,,,,,,2818.03,4800.0,7221.19,,590.0,,,,,3875.0,,,,,,12303.96,9683.87,19138.83
1.0,110183602.0,Keystone Central SD,Clinton,36361303.37,22791983.03,,32343.13,784926.19,,,,,,65083.17,,,,7548600.68,,660141.33,,,,1636234.91,,,,,,,,,,1462951.29,362377.66,,55119.9,,,,9052.0,753551.95,,,,,,,3872.31,30000.0,,,23372.8,,,,,,,,,2150.0,,,139543.02
1.0,116191004.0,Benton Area SD,Columbia,8062718.45,5311689.33,10255.31,6580.42,2119.17,,,,,,,,,,1376512.83,,73008.58,,,,,,,,,,,,,,349893.27,181101.7,,9505.0,,,,,146191.45,,,,,,,105.0,40.0,,,,228232.55,,,,,,,,,,,367483.84
1.0,116191103.0,Berwick Area SD,Columbia,22499577.89,16242099.05,25863.45,18622.58,5536.16,,,,,,55281.17,,,,3133150.35,,391420.76,,,,,,,,,,,,,,966922.02,476640.54,,83904.73,,28775.98,,,671881.04,,,,,,,26726.25,178250.1,,,,85439.91,,,,,,,,,,43675.38,65388.42
1.0,116191203.0,Bloomsburg Area SD,Columbia,17783060.35,11747239.78,11761.1,15001.84,130325.46,,,,,,53486.92,,,,3829529.56,,526967.82,,,,,,,,,,,,,,493017.94,471644.91,,63958.98,,,,,272878.13,,,,,,,11172.5,30717.37,9488.33,,,6300.0,,,,,,,,,29524.33,2468.64,77576.74
1.0,116191503.0,Central Columbia SD,Columbia,20997708.97,13343879.93,28604.29,,1506.51,,35997.55,,39399.95,,,,,,4653240.14,,399459.31,,,,,,,,,,,,,,778328.22,536427.0,,38565.0,,,,,329031.62,,,,,,,3985.0,48750.0,648579.52,2550.0,,,,,,,,,,,,,109404.93
1.0,116195004.0,Millville Area SD,Columbia,6638808.65,4228713.35,,5302.81,5202.36,,,,,,,,,,1627217.48,,106150.17,,,,,,,,,,,,,,199363.7,142159.04,,16436.0,,,,,157655.97,,,,,,,,39033.1,,,,89709.67,,,,,,,,,,,21865.0
1.0,116197503.0,Southern Columbia Area SD,Columbia,15190385.49,9173724.32,32451.24,13193.89,7301.73,,,,,,,,,,4622934.51,,168624.1,,,,,,,,,,,,,,368433.88,420546.72,,66879.25,,,,,274032.13,,,,,,,,4384.0,,,,,,,,,,,,,,,37879.72
1.0,105201033.0,Conneaut SD,Crawford,16819534.29,13425195.21,,16277.6,110728.2,,39260.0,,39260.0,,,,,,1688640.12,,324465.05,,,,,,,,,,,,,,1051671.52,42296.81,,29879.0,,,,,,,,,,,,9750.0,8487.02,,,,,,,,,,,,,8778.24,,24845.52
1.0,105201352.0,Crawford Central SD,Crawford,29462873.5,22390079.49,,25415.29,3531.48,,,,,,,,,,3027951.37,,251768.07,,,,,,,,,,,,,,1711747.8,570213.24,,110859.14,14000.0,,,,839035.97,158460.14,,,,,,40343.34,71383.16,16667.55,,,,,,,,,117788.0,,,86720.5,3280.62,23628.34
1.0,105204703.0,Penncrest SD,Crawford,20480393.88,13152420.23,,16420.93,18060.53,,123498.82,,15841.76,,,,,,2490292.63,,239042.23,,,,,,,,,,,,,,864152.65,489661.61,,60166.0,,,,38824.93,709487.62,,,,,,,5300.0,,,,,2088340.69,,,,,,,,,169011.0,,-127.75
1.0,115210503.0,Big Spring SD,Cumberland,39344572.03,29310832.67,50229.93,33206.81,38320.46,,,,,,61461.82,,,,6483488.95,,385887.81,,,,,,,,,,,,,,767339.02,873507.64,,78364.01,,,,594188.61,2827.0,,,,,,,,,,,,662157.43,,,,,,,,,,,2759.87
1.0,115211003.0,Camp Hill SD,Cumberland,21644570.88,14486840.83,,18497.16,,,20912.1,,48795.59,,45207.66,,,,5411534.29,,254793.79,,,,,,,,,,,,,,124231.38,314405.63,,53946.18,,19124.59,,,171060.35,,,,,,,131840.95,435321.55,26941.22,,,58176.64,,,,,,,,,,1613.56,21327.41
1.0,115211103.0,Carlisle Area SD,Cumberland,67497610.86,49861784.63,454840.42,58173.27,59645.72,,,,,,,,,,11755636.72,,1478211.55,,,,,,,,,,,,,,1552523.93,463634.22,,313426.23,,,,,894170.41,211417.45,,,,,10000.0,26802.86,43893.89,,23566.35,,121253.68,,,33645.0,,,,,,63230.53,,71754.0
1.0,115211603.0,Cumberland Valley SD,Cumberland,129368143.0,89170120.0,,109579.0,1029.0,,,,,,223954.0,,,,30887075.0,,3012292.0,,,,,,,,,,,,,,1552664.0,1523216.0,,560275.0,,110313.0,,308159.0,1270156.0,,,,,,,92624.0,195230.0,,25995.0,,22827.0,,,3175.0,,,2805.0,,111456.0,40818.0,80569.0,63812.0
1.0,115212503.0,East Pennsboro Area SD,Cumberland,32793901.14,23034185.93,,27285.27,,,,,,,58517.58,,,,7677556.74,,452072.95,,,,,,,,,,,,,,391641.48,216190.29,,76872.19,,,,4073.44,630542.39,,,,,,,23845.61,,3387.95,,,88865.74,,,21785.0,,,,,,21348.07,,65730.51
1.0,115216503.0,Mechanicsburg Area SD,Cumberland,66228636.63,45780972.38,,52532.76,,,,,,,71159.32,,,,14511736.46,,1334529.36,,,,,,,,,,,,,,877122.35,775843.81,,173123.8,,,,,888895.94,,,,,,612.0,27540.0,,617025.1,10940.0,,,,,75916.03,,,,,740176.14,82661.0,,207850.18
1.0,115218003.0,Shippensburg Area SD,Cumberland,36175531.26,26353308.57,223527.98,29249.14,30879.88,,60015.0,,60015.0,,93031.1,,,,6354142.03,,746706.88,,,,,,,,,,,,,,637190.24,662052.74,,95620.25,,,,23538.96,665072.77,,,,,,,125.69,,47773.41,,,,,,,,,,,,,,93281.62
1.0,115218303.0,South Middleton SD,Cumberland,31493102.83,22677652.72,118955.91,25942.66,226109.27,,,,,,52386.42,,,,5874275.02,,808749.53,,,,,,,,,,,,,,482462.45,531364.97,,61715.0,,,,,373675.5,,,,,,,11916.0,,17537.5,9018.0,,156496.87,,,,,,,,,31666.48,,33178.53
1.0,115221402.0,Central Dauphin SD,Dauphin,170276505.32,101897101.78,408961.95,138732.3,413413.03,,,51989584.51,,,,,,,,,3589202.21,,,,,,,,,,,,,,2798888.84,2427826.43,,148083.0,,,,,2111940.96,,,,,,,17455.0,149643.83,-4761.04,,,867865.93,,,,21035.0,,,,14697.01,81239.68,,3205594.9
1.0,115221753.0,Derry Township SD,Dauphin,53251016.23,38729457.14,167657.94,46002.32,1054868.68,,,,,1772207.5,99485.83,,,,6414375.59,,1055048.44,1613719.18,,,,,,,,,,,,,624170.64,522506.96,,147284.5,,,,,380601.36,,,,69838.51,,1750.0,58150.49,52727.44,125.0,,,223734.35,,,16022.0,,,,,,90255.98,,111026.38
1.0,115222504.0,Halifax Area SD,Dauphin,10527537.43,7448146.3,27942.58,9250.49,15017.98,,23070.1,,23070.1,733090.0,,,,,1071626.36,,207553.29,,,,,,,,,,,,,,430870.93,150968.21,,60454.31,,,,,195119.12,,,,,,,,90221.51,,,,10097.2,,,,,,,,,,,31038.95
1.0,115222752.0,Harrisburg City SD,Dauphin,64063588.2,40372628.19,,52592.55,1876701.22,,,,,701145.72,227556.11,,,,5144828.32,,1279084.84,337457.96,,,2257340.36,,,,,,,,,,6965336.85,1987793.43,,48057.75,,,,,1200506.42,282940.49,,,,,,41647.0,286305.28,,,,8564.06,,,,,,,,,956300.15,,36801.5
1.0,115224003.0,Lower Dauphin SD,Dauphin,43848594.6,30811803.44,788718.16,38021.49,5925.84,,76625.1,,76625.1,,43924.47,,,,5210618.13,2401416.0,880920.99,,,,,,,,,,,,,,1465838.4,881620.34,,83452.5,,,71057.65,,718630.36,101253.29,,,,,,44165.0,33595.57,,,,108405.18,,,,,,,,,,,5977.59
1.0,115226003.0,Middletown Area SD,Dauphin,34702259.46,23132601.88,667405.8,28216.27,2255.44,,,,,,76807.0,,,,6591554.49,,447750.24,,,,,605470.71,,,,,,,,,955853.34,953187.45,,47081.11,,,,6213.58,461845.95,105386.05,,,,,,30387.78,19123.6,,8025.0,,299033.02,,,,,,,,,197445.72,,66615.03
1.0,115226103.0,Millersburg Area SD,Dauphin,8211984.71,5496018.37,34720.22,7134.82,312.21,,16076.2,,16076.2,,,,,,876525.33,492650.0,93546.23,,,,,,,,,,,,,,528596.28,137792.32,,68296.47,,,,,148030.0,,,,,,,,,,,,44469.0,,,,,,,,,247341.06,,4400.0
1.0,115228003.0,Steelton-Highspire SD,Dauphin,7673732.78,4987004.02,,6092.98,,,,,,129986.0,,,,,813456.34,,175459.3,,,,,,,,,,,,,,752121.58,8697.22,,,181.64,,,,714566.23,,,,,,,29754.72,5487.0,,,,,,,,,,,,,,,50925.75
1.0,115228303.0,Susquehanna Township SD,Dauphin,43936247.85,32425622.85,,39281.99,,,58535.1,,58535.1,,102591.26,,,,4696037.72,2001062.2,834568.01,,,,,,,,,,,,,,2426452.73,503467.57,,29246.25,7500.0,,,19748.11,532136.61,39449.27,,,,,,12327.72,11270.0,150.0,900.0,,30730.53,,,,3683.0,,,,,83837.08,,19114.75
1.0,115229003.0,Upper Dauphin Area SD,Dauphin,10290591.39,6746687.96,45330.14,7719.11,12958.97,,25036.4,,25036.4,,,,,,1224565.99,737381.6,155288.83,,,,,,,,,,,,,,642034.59,244302.84,,64603.1,,,,,173380.52,,,,,,,,8040.0,,,,88120.18,,,,,89886.79,,,,,,217.97
1.0,125231232.0,Chester-Upland SD,Delaware,20880864.44,16872985.4,,20904.93,,,,,,,,,,,,,610159.28,,,,,,,,,,,,,,1400881.67,43444.21,,40952.45,,,,,759731.0,,,,,,,557315.88,4587.5,4738.25,,,,,,,,,,,,395743.11,,169420.76
1.0,125231303.0,Chichester SD,Delaware,55042224.4,48820762.42,369.54,50537.95,208199.17,,,,,,,,,,,,486515.12,,,,,,,,,,,,,,2666136.91,1280053.83,,52850.23,,,,,1116737.0,,,,,,,10915.0,9189.25,,23713.36,,,,,,,,,,12339.75,26685.76,30601.23,246617.88
1.0,125234103.0,Garnet Valley SD,Delaware,97508376.0,89844358.0,1122076.0,87417.0,,,,,,,,,,,,,2018749.0,,,,,,,,,,,,,,1040997.0,1850914.0,,92394.0,,,,,1013021.0,,,,,,,,,,60721.0,,150232.0,,,,,,,,80352.0,52218.0,7162.0,87765.0
1.0,125234502.0,Haverford Township SD,Delaware,115666016.17,107455699.17,23148.05,102167.75,,,,,,,,,,,,,1787847.2,,,,,,,,,,,,,,1977302.59,1443044.4,,44340.95,,,,,1226081.0,258084.0,,,,,,133224.0,12000.0,,9670.0,,18553.87,,,,,,,,,1076269.83,,98583.36
1.0,125235103.0,Interboro SD,Delaware,47982865.26,42735999.43,116991.37,42314.16,532.0,4645.0,,,,,,,,,,,511330.03,,,,,919284.89,,,,,,,,,1307741.55,489717.83,,54520.0,,,,5005.91,843680.0,,,,,,,4750.0,9764.11,,8253.0,,,,,,,,,,,130298.17,1461.76,796576.05
1.0,125235502.0,Marple Newtown SD,Delaware,85937329.95,76345047.58,1863137.77,71841.29,25700.59,,,,,,,,,,,,1764125.83,,,,,,,,,,,,,,1147372.74,1584525.38,,160096.0,,,,,824552.0,,,,,,,123069.28,26921.29,,6180.0,,1851631.62,,,,,,,,,80180.08,26493.14,36455.36
1.0,125236903.0,Penn-Delco SD,Delaware,51201957.86,42654509.94,328958.85,43879.14,,,,,,,,,,,4219462.01,,930274.55,,,,,,,,,,,,,,972639.22,1078008.47,,47074.76,,400.0,,3285.0,656362.0,69827.0,,,,,10000.0,15046.25,6796.27,2316.02,2000.0,2100.0,,,,11122.38,,,,,13900.0,80679.86,5319.84,47996.3
1.0,125237603.0,Radnor Township SD,Delaware,94257809.2,86586549.84,52316.06,80865.4,271131.42,,,,,,106617.44,,,,,,2155640.18,,,,,,,,,,,,,,1142676.64,1860012.85,,,,,,,534716.0,,,,,,,101161.14,800.0,,,,1025456.6,,,,,,,,,73776.26,,266089.37
1.0,125237702.0,Ridley SD,Delaware,80582613.99,72973925.74,229414.2,72007.63,6596.48,,,,,,,,,,,,2463390.28,,,,,,,,,,,,,,1680384.73,577687.32,,,,,,,1690529.3,,,,,,,110397.24,,16923.08,,,,,,17326.0,,,,,,162266.5,,581765.49
1.0,125237903.0,Rose Tree Media SD,Delaware,92140145.98,82286271.72,2118793.06,78130.75,4918.65,,,,,,182649.45,,,,,,2304467.79,,,,,,,,,,,,,,972604.07,1850451.85,,100224.79,,,,,782504.01,,,,,,,134557.5,45296.15,32522.44,129669.59,,,,,797866.45,,,,,1894.0,39846.93,,277476.78
1.0,125238402.0,Southeast Delco SD,Delaware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,125238502.0,Springfield SD,Delaware,67601932.88,62915427.7,176944.22,60374.32,48640.22,,,,,,,,,,,,805850.59,,,,872542.69,,,,,,,,,,1001744.05,504047.14,,39639.94,,,,,854654.0,,,,,,,38275.0,,8971.88,4600.0,,,,,,,,,,,71973.48,,198247.65
1.0,125239452.0,Upper Darby SD,Delaware,115455630.3,99847425.64,136385.34,106850.82,,,,,,,,,,,,,2567911.98,,,,,,,,,,,,,,7861526.86,1442844.11,,35152.08,258391.6,,,7227.0,2568680.68,,,,,,,46143.25,,,,,187837.02,,,,,,,,92826.3,68378.97,,228048.65
1.0,125239603.0,Wallingford-Swarthmore SD,Delaware,74791679.35,68170669.11,11090.29,64014.82,,,54207.0,,76094.35,,,,,,,,867859.12,,,,,,,,,,,,,,1416518.88,1358096.18,,33076.0,,,,,894147.0,,,,,,,104494.0,1000.0,,960.0,,,,,,,,,,,1516754.42,,222698.18
1.0,125239652.0,William Penn SD,Delaware,52630580.07,45374047.43,,49859.59,,,,,,,,,,,,,825388.1,,,,,,,,,,,,,,4645262.03,256329.29,,,,400.0,14924.5,,943367.0,,,,,,,,,,,,,,,,,,,,,48628.78,,472373.35
1.0,109243503.0,Johnsonburg Area SD,Elk,3226096.65,1686706.84,,2503.91,43071.23,29841.0,11569.3,,11569.3,,,,,,519361.13,148480.22,194631.61,,,,,,,,,,,,,,145650.49,33657.7,,24094.0,,,9715.0,,258624.0,25132.0,,,,,,,30828.0,,2000.0,,14641.91,,,,,,,,,,1727.68,32291.33
1.0,109246003.0,Ridgway Area SD,Elk,5635416.29,3406931.94,,4397.32,59523.38,60703.28,,,,,15094.17,,,,977014.91,108.9,118857.75,,,,,,,,,,,,,,332024.43,54852.34,,31809.5,,,,193885.0,128217.0,,,,,,,21255.36,21849.65,,,,,,,,,,,,,,,208891.36
1.0,109248003.0,Saint Marys Area SD,Elk,16883075.24,11040897.61,67483.77,14829.62,155241.53,,31587.8,,31587.8,,59669.5,,,,2384803.08,1216823.49,398209.64,,,,,,,,,,,,,,716848.37,179187.45,,122314.25,,,,,418740.0,,,,,,,5475.0,21661.44,,,,,,,,,,,,17714.89,,,
1.0,105251453.0,Corry Area SD,Erie,10160608.76,6896632.53,,8571.62,7682.85,,21252.35,,21252.35,,,,,,1236596.22,,142903.57,,,,,,,,,,,,,,724250.74,243309.56,,26686.1,,,,497940.27,5220.0,,,,,,,19851.18,,,,,,,,,,,117000.0,,,59641.53,3999.44,127818.45
1.0,105252602.0,Erie City SD,Erie,71311916.92,47104351.0,,59594.0,1826915.0,,,,,,237047.0,,,,8529615.0,,1579944.0,,,,,,,,,,,,,,4084325.0,1911581.0,,31114.0,138491.0,,,,3259816.0,547746.0,,,,,,128241.0,108500.0,171854.0,,,723562.0,,,,,,,,,422080.0,,447140.92
1.0,105253303.0,Fairview SD,Erie,22758654.0,18604890.0,111864.0,19605.0,,,,,,,25229.0,,,,2159671.0,,336850.0,,,,,,,,,,,,,,400487.0,613775.0,,37620.0,,,,,243229.0,46770.0,,,,,,7205.0,,20000.0,900.0,,,,,,,,117000.0,,,12530.0,,1029.0
1.0,105253553.0,Fort LeBoeuf SD,Erie,20327018.58,16470510.58,33773.19,17542.44,2473.13,,31885.66,,31885.65,,55133.58,,,,1988440.34,,245990.75,,,,,,,,,,,,,,444195.63,289568.13,,38952.68,,,,25915.12,423432.31,,,,,,,6641.22,5045.64,22958.49,,,9588.08,,,,,,117000.0,,,51903.79,7159.73,7022.44
1.0,105253903.0,General McLane SD,Erie,16932679.16,12424916.86,28675.05,13684.55,34337.59,,,,,,34804.61,,,,2066314.37,,336165.56,,,,,,,,,,,,,,384307.32,305396.59,,35089.0,,,,,546239.12,,,,,10000.0,,74392.5,,112942.3,,,198418.05,,,,,,31615.38,,,2741.52,,292638.79
1.0,105254053.0,Girard SD,Erie,11850313.91,8896823.73,27976.98,10001.34,32166.18,,27551.3,,27551.3,39229.08,14871.93,,,,1241044.09,,131676.7,,,,,,,,,,,,,,450825.1,331684.18,,41304.0,,,,2088.0,373455.2,,,,,,,16548.16,,16500.0,2400.0,,,,,,,,,,,,,166616.64
1.0,105254353.0,Harbor Creek SD,Erie,22043157.55,17689275.45,156604.0,18753.86,230938.65,,,,,,30682.97,,,,2032302.94,,249770.54,,,,,,,,,,,,,,160883.34,674838.72,,44039.0,10952.0,,,27063.52,364060.1,,,117000.0,,,,11781.0,,,,,205297.81,,,,,,,,7700.0,3511.2,,7702.45
1.0,105256553.0,Iroquois SD,Erie,8180240.38,5888900.96,,6532.98,,,18291.7,,36583.4,,19421.56,,,,742746.01,,103943.87,,,,,,,,,,,,,,337328.4,276652.94,,16484.21,,,236599.92,,294510.47,,,,,,,8748.4,,104925.32,2230.0,,,,,,,,,,10000.0,48240.02,,28100.22
1.0,105257602.0,Millcreek Township SD,Erie,75886906.52,58055468.0,166012.62,62981.38,568843.99,,,,,,140673.53,,3775.0,,8960864.09,,1214953.13,,,,,,,,,,,,,,1656158.8,1169463.08,,299008.96,,,,,1402350.32,,,117000.0,,,,71487.5,70000.0,,,,1433889.06,,,,,,,145525.63,,148913.46,27435.81,172102.16
