Cat,AUN,LEA Name,County,"Instruction
1000",Support Services 2000,Operation of Noninstructional Services 3000,Current Expenditures,"Facilities Acquisition, Construction and Improvement Services 4000",Other Expenditures and Financing Uses 5000,Total Expenditures ,Actual Instruction Expense (AIE),"Regular
Programs - Elem/Sec
1100","Special
Programs - Elem/Sec
1200",Vocational Education Programs 1300,Other Instructional Programs - E/S 1400,Nonpublic School Programs 1500,Adult Education Programs 1600,Higher Education Programs for Secondary Students 1700,Pre-Kindergarten 1800,"Support Services -Students
2100",Instructional Staff 2200,Administration 2300,Pupil Health 2400,Business 2500,Operation & Maintenance of Plant Services 2600,Student Transportation Services 2700,Central 2800,Other Support Services 2900
1.0,119350303.0,Abington Heights SD,Lackawanna,31476414.4,13703513.32,845629.92,46025557.64,,3195641.08,49221198.72,35021904.87,25304479.71,5861319.58,244267.82,59091.16,7256.13,,,,2314894.53,647803.63,2395324.16,652063.12,492882.16,4215315.07,2411701.33,515491.07,58038.25
1.0,119351303.0,Carbondale Area SD,Lackawanna,17231117.84,5998533.03,376963.42,23606614.290000003,,1948434.46,25555048.75,14571143.85,8576042.82,6637811.64,563683.21,941182.14,,,,512398.03,986505.32,614157.06,1184487.99,192918.38,434166.26,1833224.61,743027.08,,10046.33
1.0,119352203.0,Dunmore SD,Lackawanna,14857798.29,5778007.81,767382.45,21403188.549999997,,1243953.74,22647142.29,15952586.64,10757497.33,3447283.5,635095.33,17922.13,,,,,773675.31,612998.94,1488898.65,299392.22,416028.45,1540428.52,625948.29,,20637.43
1.0,119354603.0,Lakeland SD,Lackawanna,14010110.38,7521164.78,622137.49,22153412.65,,795123.7,22948536.35,15517839.19,9616994.12,3489996.8,878082.2,18338.26,,,6699.0,,760072.96,630760.02,1281903.66,454823.57,227298.83,1677177.94,2003551.49,349027.57,136548.74
1.0,119355503.0,Mid Valley SD,Lackawanna,18287181.73,7336119.59,657911.11,26281212.43,,2319190.12,28600402.55,19058576.78,11951991.4,5492867.04,825417.55,12983.49,3125.0,,797.25,,1005381.71,502013.39,1832311.75,243176.13,237772.44,1647188.45,1348658.32,490584.53,29032.87
1.0,119356503.0,North Pocono SD,Lackawanna,34068003.98,16731899.1,1268967.47,52068870.55,187198.19,5859622.56,58115691.3,39301470.81,24608118.72,7385644.09,1902266.51,171974.66,,,,,1779864.44,908402.72,3249399.37,589103.16,997563.32,4407994.32,3570877.2,1178665.7,50028.87
1.0,119356603.0,Old Forge SD,Lackawanna,9488438.32,3661449.74,408929.26,13558817.32,49666.0,826900.0,14435383.32,10068826.19,5121641.72,3233666.99,662151.18,461591.72,,,9386.71,,355015.01,399867.8,830055.78,111835.11,442537.85,995000.13,515123.75,,12014.31
1.0,119357003.0,Riverside SD,Lackawanna,16163963.88,6745802.03,419169.24,23328935.15,195905.0,2556735.14,26081575.29,17500780.27,11920565.18,3860599.44,287606.0,95193.26,,,,,783623.37,478077.35,1373062.09,365640.76,324554.25,2163300.64,921954.95,312031.9,23556.72
1.0,119357402.0,Scranton SD,Lackawanna,108844473.9,41150857.39,1276785.65,151272116.94000003,,18331673.5,169603790.44,93648075.28,78264948.6,26724543.3,2042350.28,278909.89,238508.5,,,1295213.33,5150098.13,2025707.32,8572743.35,2167642.68,1614591.42,13917399.85,4805072.62,2826980.42,70621.6
1.0,119358403.0,Valley View SD,Lackawanna,23538936.0,9748567.0,565073.0,33852576.0,,2740696.0,36593272.0,23676460.22,15583335.0,5721306.0,1326885.0,892560.0,14850.0,,,,938690.0,765160.0,2004660.0,337641.0,634188.0,2645820.0,2390708.0,,31700.0
1.0,113361303.0,Cocalico SD,Lancaster,35328126.43,16547840.44,1317201.51,53193168.379999995,,6681600.13,59874768.51,40975110.32,25109232.56,8908828.02,1120362.68,189703.17,,,,,2102616.63,2466892.6,3647272.29,592924.9,673658.89,3516491.21,2159985.97,1364373.08,23624.87
1.0,113361503.0,Columbia Borough SD,Lancaster,15321624.89,6494054.42,291197.59,22106876.900000002,,2666763.32,24773640.22,15416277.19,9814014.57,4978274.01,429829.28,58831.42,36975.61,,3700.0,,928367.72,856553.31,1215173.71,396826.43,273403.87,1672918.72,390559.06,741193.46,19058.14
1.0,113361703.0,Conestoga Valley SD,Lancaster,45243763.86,17403940.91,1550089.87,64197794.63999999,3000.0,5641722.19,69842516.83,48535117.12,32697728.07,10608871.02,1280467.35,143785.17,91053.21,,,421859.04,2583399.25,2529010.86,2974016.23,668210.02,673063.46,4172250.64,2458076.88,1302837.22,43076.35
1.0,113362203.0,Donegal SD,Lancaster,31171043.73,12591817.52,797674.02,44560535.27,,5973730.91,50534266.18,32574195.01,21287224.68,9096238.75,723714.98,36343.76,27521.56,,,,1779228.02,1889815.76,2414409.4,515103.83,690187.16,3500096.16,1321701.62,461886.8,19388.77
1.0,113362303.0,Eastern Lancaster County SD,Lancaster,30051869.03,20021637.74,1131098.0,51204604.769999996,910355.57,5323341.67,57438302.01,36084350.09,21403162.2,7132193.51,1260513.27,196188.99,59811.06,,,,2134336.57,3106794.67,3044481.25,1045074.54,548196.03,4210506.87,2584069.04,3257937.05,90241.72
1.0,113362403.0,Elizabethtown Area SD,Lancaster,40529098.39,17939395.08,1217641.4,59686134.87,,4250413.34,63936548.21,46041778.36,29476222.02,9357132.22,1355856.82,310104.5,29782.83,,,,2474972.6,1060130.73,3932703.41,834295.12,1073285.63,4635631.15,2318268.56,1584612.82,25495.06
1.0,113362603.0,Ephrata Area SD,Lancaster,40293798.23,21517862.94,1538082.02,63349743.190000005,,6765651.44,70115394.63,47618009.99,28027000.13,10834058.23,1127162.18,230152.28,31073.54,,,44351.87,3400109.59,2306737.11,3453071.27,601271.92,928432.03,5673341.47,2428005.25,2696457.96,30436.34
1.0,113363103.0,Hempfield SD,Lancaster,80076936.54,30898754.08,1846857.13,112822547.75,,8552287.87,121374835.62,88040865.26,55886275.63,22243619.75,1272289.92,648513.38,26237.86,,,,4571887.0,2695465.32,5407790.03,1169255.67,807137.93,7699712.0,4225576.31,4262404.09,59525.73
1.0,113363603.0,Lampeter-Strasburg SD,Lancaster,31513577.37,14488673.71,1082402.38,47084653.46,,6174030.64,53258684.1,36091549.07,22541602.89,7705674.72,862185.31,404114.45,,,,,2222026.16,892197.66,3004689.07,564752.44,559642.51,3766192.29,1700458.26,1746920.5,31794.82
1.0,113364002.0,Lancaster SD,Lancaster,139522872.0,70670196.0,2362224.0,212555292.0,2239373.0,19859295.0,234653960.0,144806127.33,89552154.0,34533616.0,2024718.0,8023526.0,38834.0,,76138.0,5273886.0,12396988.0,11960570.0,12244763.0,2836291.0,3143792.0,16970280.0,5930344.0,5142253.0,44915.0
1.0,113364403.0,Manheim Central SD,Lancaster,32021954.41,15550392.81,1201358.03,48773705.25,,8161761.42,56935466.67,36546941.13,22585941.14,7929627.34,1290282.25,97612.06,40401.91,,,78089.71,1587611.19,1714931.4,2624633.85,446892.95,761918.68,3704836.4,3143173.6,1531089.17,35305.57
1.0,113364503.0,Manheim Township SD,Lancaster,54467444.59,29296268.25,1578934.94,85342647.78,39938.5,15233437.96,100616024.24,66338720.46,42551882.77,10613969.63,954822.77,319857.52,26911.9,,,,3949480.51,5147671.07,5421456.73,1333045.42,760713.36,8604287.25,3172589.22,838431.09,68593.6
1.0,113365203.0,Penn Manor SD,Lancaster,52081049.89,23850834.69,1388563.51,77320448.09,,11213820.25,88534268.34,57489025.76,36016830.14,13621096.3,2340909.96,91669.26,10544.23,,,,2760036.22,1486646.01,5720905.69,925025.34,907748.77,6274247.06,3981295.78,1753942.52,40987.3
1.0,113365303.0,Pequea Valley SD,Lancaster,21056553.02,12736712.26,802076.43,34595341.71,,3739256.21,38334597.92,26186675.11,14686199.78,5099801.45,731299.71,472859.41,66392.67,,,,1539505.65,2326740.09,2571612.02,441170.22,655047.72,2754069.79,2174084.59,254802.05,19680.13
1.0,113367003.0,Solanco SD,Lancaster,32701229.44,17870112.54,1046743.58,51618085.56,,4432533.69,56050619.25,35904445.62,20886679.64,8580688.61,2720914.08,484078.16,28868.95,,,,2599027.62,1732684.51,2875333.8,504870.71,879462.16,4405010.16,3841811.05,1000056.8,31855.73
1.0,113369003.0,Warwick SD,Lancaster,40970148.06,18476536.58,1522664.73,60969349.37,678713.3,14869286.74,76517349.41,44578038.75,29690994.29,9445540.74,1043109.36,779295.05,,11208.62,,,2259862.77,3755174.0,3589107.55,771157.59,790393.19,4003204.18,2829399.04,444382.58,33855.68
1.0,104372003.0,Ellwood City Area SD,Lawrence,18071717.63,8604331.72,523801.84,27199851.19,,1401304.06,28601155.25,19083470.2,12140232.94,4542435.53,1273647.86,115401.3,,,,,650656.24,557811.86,1855332.34,586041.44,400335.07,2659516.6,1532250.19,346967.9,15420.08
1.0,104374003.0,Laurel SD,Lawrence,10987594.81,6147404.07,549225.0,17684223.880000003,322321.47,1286282.25,19292827.6,12901081.4,8974098.06,1492361.97,475850.85,45283.93,,,,,676989.49,468812.87,1631432.74,208087.61,231522.17,1797398.9,1022562.01,98486.36,12111.92
1.0,104375003.0,Mohawk Area SD,Lawrence,15417874.9,6581473.66,512200.75,22511549.310000002,254346.21,1722657.95,24488553.47,15208804.71,11161924.46,3017632.33,1031060.34,207257.77,,,,,535140.05,349695.3,1597589.1,233520.16,240955.3,1813538.37,1547326.14,249247.87,14461.37
1.0,104375203.0,Neshannock Township SD,Lawrence,11761949.52,5794205.21,575812.86,18131967.59,,1731515.98,19863483.57,14205506.58,8338906.75,2372361.59,938146.2,112534.98,,,,,512741.45,459309.68,1111882.82,189895.23,236051.59,1780449.38,811164.64,672669.96,20040.46
1.0,104375302.0,New Castle Area SD,Lawrence,37566408.56,12825526.13,962426.63,51354361.32000001,,4811151.79,56165513.11,31054266.98,24705327.19,9124786.35,1945412.72,885375.83,106958.67,,2075.0,796472.8,1855603.77,650540.57,3783563.37,811328.22,903227.71,2915244.6,1240436.48,650207.87,15373.54
1.0,104376203.0,Shenango Area SD,Lawrence,12045030.55,5080683.41,561221.39,17686935.35,,667852.7,18354788.05,12852510.37,9366374.11,2071945.76,403755.87,202954.81,,,,,553004.36,430216.61,1264565.2,243456.46,268713.07,1160735.48,674990.46,473448.87,11552.9
1.0,104377003.0,Union Area SD,Lawrence,7870602.2,3632298.0,395527.0,11898427.2,,19196.0,11917623.2,8270617.45,5819110.0,1404775.0,508925.0,47477.2,,,,90315.0,275439.0,113665.0,945102.0,165448.0,300976.0,1190052.0,423305.0,211488.0,6823.0
1.0,104378003.0,Wilmington Area SD,Lawrence,11629721.3,6369015.5,517353.65,18516090.45,93685.73,1646661.97,20256438.15,12475769.66,8495965.08,2696069.29,423512.31,14174.62,,,,,478221.54,391775.77,1593003.89,234997.85,283644.16,1552362.34,1352249.27,466830.97,15929.71
1.0,113380303.0,Annville-Cleona SD,Lebanon,13087310.92,8213610.3,749599.98,22050521.2,,2019000.37,24069521.57,16587036.2,9406676.57,3126035.38,531887.94,22711.03,,,,,896428.29,952400.59,1737156.94,243707.22,361402.34,2102200.38,1024609.21,884844.26,10861.07
1.0,113381303.0,Cornwall-Lebanon SD,Lebanon,49906015.08,21557739.76,1400222.03,72863976.87,,6701694.22,79565671.09,55234217.42,34779906.13,11595863.63,2299836.99,1219800.73,5510.74,5096.86,,,2694060.71,2228051.17,4685137.75,1242954.68,805493.13,5648876.71,2890117.94,1326185.97,36861.7
1.0,113382303.0,Eastern Lebanon County SD,Lebanon,25329677.68,12055469.14,921593.18,38306740.0,,3965434.89,42272174.89,28650202.5,17927724.57,6166445.94,946949.42,288557.75,,,,,1545141.03,1587868.98,2118821.47,428757.15,586722.36,3180621.14,1992301.5,594747.51,20488.0
1.0,113384603.0,Lebanon SD,Lebanon,44570785.25,21630307.41,1379061.69,67580154.35,173054.64,5655870.17,73409079.16,42113451.08,28628990.92,11777645.24,1186031.24,697544.59,38257.62,,,2242315.64,2648391.51,4331246.74,4205869.26,684345.05,1187031.37,6175484.15,1465861.49,921525.67,10552.17
1.0,113385003.0,Northern Lebanon SD,Lebanon,24539819.22,11937954.37,705676.85,37183450.44,18045.0,2579962.07,39781457.51,28154686.38,16207040.31,7344199.69,923765.35,53278.87,11535.0,,,,1426157.38,584499.11,2335695.85,382790.75,560639.62,3189770.96,2328122.41,1109955.09,20323.2
1.0,113385303.0,Palmyra Area SD,Lebanon,30992684.36,14838925.36,1014532.92,46846142.64,7090.07,7704219.05,54557451.76,35351860.45,21851326.55,7886655.06,932372.77,314334.98,7995.0,,,,2091073.07,2724717.46,2853821.42,413229.65,672455.89,3574766.21,1392393.44,1091825.77,24642.45
1.0,121390302.0,Allentown City SD,Lehigh,239059401.0,72504478.0,3981044.0,315544923.0,157388.0,19835639.0,335537950.0,207387504.31,161748368.0,61296450.0,10092961.0,3903539.0,208650.0,1688886.0,120547.0,,12959702.0,3329548.0,16101344.0,4806691.0,2449853.0,18303797.0,9651598.0,4775540.0,126405.0
1.0,121391303.0,Catasauqua Area SD,Lehigh,19226595.46,8425624.8,712527.08,28364747.34,32879.1,2381998.05,30779624.49,21089811.69,13318478.22,4850896.79,857044.77,25620.68,3466.0,171089.0,,,1457705.22,1448448.13,2027109.31,328145.37,439466.87,1949880.93,686177.29,64279.4,24412.28
1.0,121392303.0,East Penn SD,Lehigh,92873958.77,41116852.23,1870022.81,135860833.81,,12444508.31,148305342.12,104274147.08,66273474.82,22919023.97,2518799.1,218111.78,41758.33,902790.77,,,5348367.13,3997866.0,6501745.54,1946708.1,1192690.54,12422635.38,7428577.17,2131629.31,146633.06
1.0,121394503.0,Northern Lehigh SD,Lehigh,18793751.35,10122343.13,812986.47,29729080.950000003,776509.5,3409735.4,33915325.85,22372190.86,12597104.2,4864413.24,1121127.37,400.0,8784.0,185750.04,16172.5,,1006261.57,778477.48,2217707.18,375918.95,566546.63,2901191.92,1606352.99,651267.55,18618.86
1.0,121394603.0,Northwestern Lehigh SD,Lehigh,24842881.33,14487722.02,1005496.81,40336100.16,248.9,4433490.12,44769839.18,30227940.98,17369758.16,5972442.79,1250246.35,847.03,,241462.0,8125.0,,1383542.83,1247371.27,2530450.17,386501.32,735852.55,4297314.74,2853748.34,1010846.76,42094.04
1.0,121395103.0,Parkland SD,Lehigh,114132534.39,50893304.77,2230608.42,167256447.57999998,,16253204.59,183509652.17,133361053.95,81115085.49,27415457.02,3631880.03,726947.86,24230.77,1218933.22,,,6694357.01,4957843.35,8106184.7,2406119.63,1770251.19,13648696.97,9942270.67,3163629.57,203951.68
1.0,121395603.0,Salisbury Township SD,Lehigh,20829837.3,13832400.46,963272.99,35625510.75000001,18597.33,17957347.04,53601455.12,26997273.03,13561150.66,6001824.22,956201.69,139875.23,,170785.5,,,1808753.25,1767400.11,2710353.64,591485.26,653498.0,3189861.96,2332190.82,746332.8,32524.62
1.0,121395703.0,Southern Lehigh SD,Lehigh,38362552.13,20317271.65,1489056.2,60168879.980000004,,6873507.73,67042387.71,47145166.31,28235420.35,8493042.7,1095977.05,250417.99,,287694.04,,,1951146.36,2198031.1,3614138.96,852205.12,849515.08,5405743.74,3988272.87,1388401.57,69816.85
1.0,121397803.0,Whitehall-Coplay SD,Lehigh,46044483.19,20202904.51,1289748.08,67537135.78,6338.13,5100069.17,72643543.08,50657919.41,31396716.18,12039479.71,1989776.05,42448.38,44884.76,531178.11,,,3126904.93,2626150.14,3710479.13,808842.71,925205.06,5337632.7,3587630.41,21057.93,59001.5
1.0,118401403.0,Crestwood SD,Luzerne,26118138.41,11568964.54,879198.44,38566301.39,,1914302.31,40480603.7,27825971.19,18609945.09,5723927.5,1451427.8,324815.84,,8022.18,,,1177937.06,262768.22,1924565.17,1132113.12,387735.14,3214507.34,3027243.52,381580.21,60514.76
1.0,118401603.0,Dallas SD,Luzerne,25005903.43,10764894.21,1142538.31,36913335.95,,3622272.95,40535608.9,28219253.65,17954013.88,6133780.18,912293.31,5816.06,,,,,1107536.66,484929.22,2573943.59,348725.1,795007.09,3407907.14,1673334.31,314590.84,58920.26
1.0,118402603.0,Greater Nanticoke Area SD,Luzerne,21525878.14,8972681.49,894624.46,31393184.090000004,123503.71,1667889.05,33184576.85,20436238.86,14266558.94,6241774.61,798049.33,46922.26,6323.0,,,166250.0,1096766.87,252066.84,1598845.63,528395.17,565387.49,2612376.85,2090520.49,206463.4,21858.75
1.0,118403003.0,Hanover Area SD,Luzerne,22392163.46,8919663.94,486140.89,31797968.29,,2353206.36,34151174.65,22211635.47,13600573.52,6995226.82,1277399.0,23618.48,3075.75,,,492269.89,1165958.25,528400.05,1822136.6,668316.92,423546.22,2318581.37,1839001.95,124560.16,29162.42
1.0,118403302.0,Hazleton Area SD,Luzerne,103913871.4,37450196.79,2439048.26,143803116.45,327527.68,28963612.78,173094256.91,92132501.34,71500086.45,26924206.95,2358576.4,1095403.67,69746.6,205169.39,,1760681.94,4143355.76,1269450.1,8001336.05,2766314.86,1322076.69,11708217.48,5198435.47,2843564.69,197445.69
1.0,118403903.0,Lake-Lehman SD,Luzerne,18411706.08,8672499.46,647377.27,27731582.81,,2316915.38,30048498.19,19991688.75,13098154.14,4491278.02,802859.01,19414.91,,,,,1089201.43,241696.94,1656451.82,537901.33,511263.86,2133466.65,2088494.55,370282.79,43740.09
1.0,118406003.0,Northwest Area SD,Luzerne,13314874.0,5689805.0,356482.0,19361161.0,,1081698.0,20442859.0,13731981.91,7701541.0,4452264.0,933070.0,43597.0,,,,184402.0,597325.0,121808.0,979094.0,235055.0,266891.0,1228367.0,1895547.0,345764.0,19954.0
1.0,118406602.0,Pittston Area SD,Luzerne,31469095.09,15022324.33,904836.04,47396255.46,,5137265.86,52533521.32,33911319.31,21403232.23,7062704.71,1415418.57,1583433.73,4305.85,,,,1389819.63,1705993.24,2650175.68,597805.94,724985.26,4965230.8,2908900.43,10000.0,69413.35
1.0,118408852.0,Wilkes-Barre Area SD,Luzerne,85072839.26,27696310.29,1788527.36,114557676.91000001,,8683209.98,123240886.89,83400162.79,56871007.8,22868036.84,3663837.84,1664632.17,5324.61,,,,3412019.69,2776839.9,4551622.19,2056499.82,1119583.2,8907354.33,4195995.92,557899.32,118495.92
1.0,118409203.0,Wyoming Area SD,Luzerne,23981720.21,10657961.78,736784.59,35376466.580000006,,1030312.7,36406779.28,25510491.56,15141399.13,7112590.67,922865.42,797815.61,7049.38,,,,1002870.31,516932.77,2294594.71,642203.67,408011.96,3071019.78,2469482.92,215678.97,37166.69
1.0,118409302.0,Wyoming Valley West SD,Luzerne,57833443.45,16304648.41,919111.31,75057203.17,831814.15,2950125.01,78839142.33,53806608.66,37686309.99,15473533.56,4532831.49,86844.74,53923.67,,,,2096735.39,1921412.06,2796885.02,837363.89,441916.72,5152949.76,2716438.16,275467.42,65479.99
1.0,117412003.0,East Lycoming SD,Lycoming,14893813.57,7562309.17,653076.39,23109199.130000003,43511.0,2556670.81,25709380.94,16170760.43,11179454.66,2434988.71,941388.79,45759.63,,,,292221.78,852004.7,560209.8,1487012.0,298745.41,588153.54,1898249.68,1324118.04,553816.0,
1.0,117414003.0,Jersey Shore Area SD,Lycoming,25544911.8,11198020.27,712095.33,37455027.4,,3214549.6,40669577.0,26865893.49,18063646.76,6013339.58,1035843.83,104739.62,6654.01,,,320688.0,1358557.98,1106141.72,2483922.0,426018.17,836502.88,3116825.25,1849902.7,20149.57,
1.0,117414203.0,Loyalsock Township SD,Lycoming,13651281.85,7054953.61,531825.13,21238060.59,120465.0,3143061.51,24501587.1,15949507.13,9838045.07,3413418.81,215961.04,183856.93,,,,,856866.63,603043.1,1828452.73,284974.72,457027.62,1869858.93,470391.22,683888.66,450.0
1.0,117415004.0,Montgomery Area SD,Lycoming,9482910.14,4466726.27,569627.35,14519263.76,,1593391.28,16112655.04,10469395.78,6108216.27,1985763.99,565850.0,385579.88,,,,437500.0,570227.41,580188.4,959913.73,116332.16,360106.75,1475535.29,404422.53,,
1.0,117415103.0,Montoursville Area SD,Lycoming,18111973.72,8276359.64,501705.07,26890038.43,,3460259.38,30350297.81,19494163.95,13925813.56,3614312.93,259390.78,312456.45,,,,,880758.24,1473042.5,1750508.32,455182.4,388251.56,2238294.0,1090322.62,,
1.0,117415303.0,Muncy SD,Lycoming,10625856.85,5368112.06,761385.14,16755354.05,,1754013.53,18509367.58,12841866.75,8103648.08,2034688.28,337373.76,150146.73,,,,,561133.27,777760.82,1051985.57,151172.96,344242.7,1493101.96,449672.83,538551.26,490.69
1.0,117416103.0,South Williamsport Area SD,Lycoming,11444742.22,5237943.26,453572.6,17136258.080000002,,1798584.47,18934842.55,12525077.64,8056055.4,2255909.87,645092.45,487684.5,,,,,357079.09,751092.43,1394273.88,175190.63,314662.09,1895220.98,350424.16,,
1.0,117417202.0,Williamsport Area SD,Lycoming,53792538.17,26030907.7,1242656.54,81066102.41000001,,8467183.82,89533286.23,51013201.49,35873422.08,14424619.84,2358004.66,1105346.41,31145.18,,,,3027912.97,2262266.06,5870795.28,1261923.96,1065235.34,7400742.57,2897704.05,2244327.47,
1.0,109420803.0,Bradford Area SD,McKean,23547254.64,13036823.81,793381.52,37377459.970000006,43935.02,3276645.81,40698040.8,24702882.48,16365750.76,4403977.9,1145083.65,697672.45,9325.67,,27217.12,898227.09,1390245.33,1336032.32,2418312.06,614134.3,682274.5,3477102.32,1893475.47,1145423.33,79824.18
1.0,109422303.0,Kane Area SD,McKean,9846861.17,5308920.26,485929.28,15641710.709999999,25050.0,1395564.75,17062325.46,10365370.91,7711482.92,1924798.07,168737.66,41842.52,,,,,589587.31,596174.97,1442195.1,193061.28,307918.66,1356905.81,602602.03,188633.43,31841.67
1.0,109426003.0,Otto-Eldred SD,McKean,6858807.63,3614297.23,253413.77,10726518.629999999,,694986.07,11421504.7,7087068.43,4746401.45,1855767.97,245095.62,9716.59,,,1826.0,,284033.38,557155.14,679604.49,136982.51,240225.08,851945.52,586434.63,263464.7,14451.78
1.0,109426303.0,Port Allegany SD,McKean,9112884.23,4265651.15,340305.51,13718840.89,,1266933.19,14985774.08,9263235.39,6250566.16,2180138.66,513036.12,37386.28,,,,131757.01,462584.43,229953.94,1227373.66,245702.39,253886.76,1060045.68,756507.53,,29596.76
1.0,109427503.0,Smethport Area SD,McKean,8417499.16,4880397.23,306525.36,13604421.75,,1563367.9,15167789.65,8850494.29,6321941.62,1585988.07,185890.07,10975.5,,,,312703.9,581620.66,613821.44,940447.15,223328.7,325217.4,1046183.63,913250.76,205788.69,30738.8
