name,two_or_more_races_percent,american_indian_alaskan_native_percent,asian_percent,black_african_american_percent,hispanic_percent,military_connected_percent,native_hawaiian_or_other_pacific_islander_percent,percent_of_gifted_students,economically_disadvantaged_percent,english_learner_percent,female_percent,school_enrollment,special_education_percent,title_1_school,white_percent
East Allegheny JSHS,10.36,0.14,0.98,31.23,2.94,0,0,0.7,62.46,0.7,47.76,714,22.41,Yes,54.34
East Bradford El Sch,4.62,0,2.2,3.52,9.45,0.88,0.22,2.86,18.02,5.27,46.15,455,11.87,No,80
East Coventry El Sch,4.91,0.59,2.75,3.73,5.3,1.77,0,2.55,24.36,0.79,50.69,509,18.86,Yes,82.71
East Derry El Sch,0,0,0,1.12,0.37,0.37,0.37,0,59.93,0,53.18,267,17.98,Yes,98.13
East Fallowfield El Sch,7.1,0,0.28,36.36,20.74,0,0,1.14,63.07,5.68,45.45,352,18.18,Yes,35.51
East Forest El Sch,9.46,0,0,0,1.35,0,0,1.35,62.16,0,45.95,74,16.22,Yes,89.19
East Forest JSHS,2.78,0,0,0,2.78,0,0,1.39,52.78,0,52.78,72,23.61,No,94.44
East Goshen El Sch,5.95,0,5.36,4.17,9.13,1.19,0,2.38,14.88,5.16,46.43,504,12.7,No,75.4
East Hanover El Sch,5.62,0,1.12,1.12,13.76,0.84,0,1.12,25.56,3.09,48.6,356,18.54,Yes,78.37
East High Street El Sch,4.95,0.35,3.18,3.53,12.01,0.71,0,0.71,40.28,12.37,47,283,20.85,Yes,75.97
East Hills MS,1.44,0.51,4.12,9.16,30.56,0,0.62,4.42,40.23,3.6,47.84,972,18.42,No,53.6
East Juniata El Sch,2.02,0,0,0,2.53,0,0,0.76,34.34,0.76,48.99,396,19.19,Yes,95.45
East Juniata JSHS,1.46,0,0.97,1.21,2.43,0,0,1.94,42.48,0.24,48.3,412,22.57,No,93.93
East Lansdowne El Sch,4.55,0.32,2.27,82.14,6.17,0,0,0.65,55.19,0,46.75,308,6.17,Yes,4.55
East MS,4.47,0.15,6.93,44.99,18.95,0,0.15,0.15,90.76,15.1,46.53,649,30.2,Yes,24.35
East Norriton MS,8.45,0,1.1,31.28,38.64,0,0,5.27,73.33,12.73,48.08,911,20.75,Yes,20.53
East Pennsboro Area MS,7.65,0,8.87,7.48,11.3,1.39,0,3.65,38.43,5.57,46.96,575,23.65,No,64.7
East Pennsboro Area SHS,6.43,0.13,5.76,7.36,9.5,1.74,0,3.75,32.8,1.87,47.66,747,23.03,No,70.82
East Pennsboro El Sch,11.4,0.83,3.47,7.11,11.57,1.65,0.33,1.49,39.67,2.81,47.44,605,19.34,Yes,65.29
East Petersburg El Sch,6.22,0,1.07,6.87,21.89,0.43,0,2.36,36.7,8.37,53.86,466,15.88,Yes,63.95
East Pike El Sch,7.07,0.25,1.26,1.77,3.28,0.25,0.25,0.51,42.17,0.76,47.22,396,16.16,Yes,86.11
East Stroudsburg El Sch,12.07,5.87,2.61,18.27,13.54,0,0,1.96,51.88,2.28,54,613,16.48,Yes,47.63
East Stroudsburg SHS North,7.59,2.32,3.16,27.71,25.92,0,0.11,2.85,48.89,1.16,47.1,949,22.76,No,33.19
East Stroudsburg SHS South,6.66,1.65,2.32,24.31,20.79,0,0.3,2.47,45.85,1.2,48.02,1337,19.82,No,43.98
East Union Intrmd Sch,4.57,0,0,1.02,2.03,0.25,0,1.78,41.12,0.25,48.48,394,22.84,Yes,92.39
East Vincent El Sch,5.07,0.19,2.34,10.92,7.6,1.95,0.19,3.7,26.32,0.78,48.15,513,16.18,Yes,73.68
East Ward El Sch,9.44,0.19,20.04,5.2,7.13,0,0,1.73,21.39,3.66,49.33,519,12.52,Yes,58
East York El Sch,8.59,0,3.32,8.86,11.91,0,0,0.55,42.66,5.82,46.81,361,15.24,Yes,67.31
Easterly Parkway El Sch,10.76,0,15.51,7.28,6.33,0,0.32,2.22,28.16,8.54,51.58,316,11.39,Yes,59.81
Eastern Center for Arts & Technology,2.14,0.33,3.29,21.09,10.87,0.16,0.16,0.49,31.47,0.33,37.4,607,35.09,No,62.11
Eastern Lebanon Co MS,1.7,0.17,1.02,2.56,10.22,1.53,0,2.21,38.16,1.87,48.21,587,22.49,No,84.33
Eastern Lebanon Co SHS,0.67,0,0.94,1.34,5.22,1.74,0,3.61,36.81,1.74,47.12,747,16.6,No,91.83
Eastern Westmoreland CTC,3.42,0,0.2,1.01,0.6,0.2,0,1.01,41.05,0,36.42,497,29.78,No,94.77
Eastern York HS,3,0.15,0.3,2.7,6.61,3.3,0,5.56,46.85,0.9,48.2,666,13.06,No,87.24
Eastern York MS,4.23,0.18,0.35,0.88,9.52,3.53,0.18,4.59,45.5,2.65,47.8,567,16.23,No,84.66
Easton Area HS,4.17,0.14,5.02,16.77,29.18,0,0.11,3.18,38.1,4.85,46.76,2827,18.78,Yes,44.61
Easton Area MS,5.24,0,5.55,18.36,28.16,0,0.16,5.71,42.01,4.93,48.86,1928,21.58,Yes,42.53
Easton Arts Academy Elementary CS,13.31,0.65,2.27,33.12,19.81,0,0,0.32,49.35,4.87,55.52,308,12.01,Yes,30.84
Ebenezer El Sch,5.63,0.36,2,4.17,22.14,5.44,0,1.09,43.92,5.99,47.73,551,14.34,Yes,65.7
Economy El Sch,4.74,0,0.68,4.74,4.74,0.9,0,0.9,29.35,4.51,48.31,443,12.64,No,85.1
Eddystone El Sch,11.76,0,2.26,33.48,12.67,0,0,0.45,80.09,6.79,47.51,221,22.62,Yes,39.82
Eden Hall Upper El Sch,2.72,0.1,7.68,0.88,2.33,0.1,0.19,10.51,7,0.49,47.96,1028,16.05,No,86.09
Edgar Fahs Smith STEAM Academy,10.2,0.41,0.82,31.02,46.53,0.41,0,2.45,91.02,11.02,49.39,245,8.16,Yes,11.02
Edgewood El STEAM Academy,9.06,0.57,1.32,68.87,3.4,0,0,1.51,79.06,2.26,46.04,530,20,Yes,16.79
Edgewood El Sch,7.56,0,7.17,1.74,5.43,0,0,5.81,6.59,1.55,49.61,516,21.9,No,78.1
Edgeworth El Sch,9.02,0,0.73,2.68,6.1,1.95,0,0,12.44,2.68,51.46,410,12.93,Yes,81.46
Edinboro El Sch,3.15,0.24,0.48,2.42,1.94,0.97,0,1.21,37.29,0,52.78,413,12.59,Yes,91.77
Edison El Sch,21.76,0.23,5.32,35.42,10.42,0,0,0,90.51,8.1,50.46,432,15.74,Yes,26.85
Edison HS/Fareira Skills,1.67,0,0.39,31.67,64.61,0,0,0.1,86.47,25.78,44.8,1020,35.29,Yes,1.67
Eisenhower El Sch,5.2,0,3.35,2.23,7.43,1.49,0,3.35,15.61,3.72,47.21,269,16.36,Yes,81.78
Eisenhower M/HS,0.9,0,0.9,1.13,0.45,0,0,5.43,34.16,0.45,49.77,442,17.42,No,96.61
Eisenhower MS,6.19,0,1.26,35.02,49.56,0,0,1.52,85.21,17.32,49.68,791,22.88,Yes,7.96
Elderton El Sch,0,0,1.82,0.45,2.73,0,0,0.91,31.36,0.91,50.45,220,12.73,Yes,95
Eleanor Roosevelt El Sch,9.37,0,7.39,8.11,6.85,0.18,0.18,1.62,13.87,4.32,45.41,555,19.82,Yes,68.11
Elizabeth Forward MS,3.15,0.17,0.35,4.55,1.22,0.52,0,2.8,34.97,0,49.65,572,23.25,No,90.56
Elizabeth Forward SHS,3.71,0,0.4,3.97,1.59,0.26,0,5.17,34.44,0,51.52,755,19.6,No,90.33
Elizabethtown Area MS,4.6,0.34,1.46,2.8,7.29,1.23,0,8.41,32.85,2.24,49.1,892,15.25,No,83.52
Elizabethtown Area SHS,3.28,0.41,1.72,2.21,5.73,1.15,0,8.27,27.76,1.39,49.22,1221,14.17,No,86.65
Elk Lake El Sch,1.79,0,0.36,0,8.24,1.25,0,0.18,55.2,5.73,49.82,558,17.2,Yes,89.61
Elk Lake JSHS,2.82,0.19,0,0.56,6.2,0.75,0,2.44,53.38,1.69,46.8,532,25,No,90.23
Elk Ridge School,4.85,0,0.24,2.43,38.11,3.64,0,0.24,41.99,15.53,44.9,412,13.11,Yes,54.37
Elk Valley El Sch,6.29,0.17,0.35,1.75,0.35,1.4,0,0.17,58.57,0.17,45.98,572,16.78,Yes,91.08
Elkin Lewis Sch,1.04,0.17,0.35,18.75,78.82,0,0,0.17,90.45,27.26,47.05,576,10.94,Yes,0.87
Elkins Park Sch,6.97,0,6.34,53.72,9.83,0.32,0.63,7.92,37.4,4.28,48.97,631,18.38,Yes,22.5
Ellwood Sch,3.14,0.39,1.57,89.8,3.53,0,0,0,81.57,0.39,48.24,255,16.86,Yes,1.57
Elmwood Academy,5.42,0,4.44,10.83,6.53,0.56,0.14,2.22,34.31,5.83,48.75,720,18.89,Yes,72.64
Elroy Avenue El Sch,9.68,0.65,8.71,9.03,8.71,1.94,0,0.65,61.29,9.35,47.1,310,15.48,Yes,63.23
Emily Brittain El Sch,4.37,0,0.49,7.77,5.83,0,0,0.97,71.84,2.43,42.72,206,28.64,Yes,81.55
Emlen Eleanor C Sch,6.14,1.71,0.34,87.03,4.44,0,0,0.34,88.74,0.34,46.08,293,27.3,Yes,0.34
Emmaus HS,4.35,0.07,5.37,4.98,13.26,0.04,0.21,7.96,26.35,0.7,47.68,2850,18.18,No,71.75
Emory H Markle MS,3.31,0.28,1.7,4.92,5.87,0.76,0.28,2.84,31.44,1.33,49.62,1056,14.2,No,83.62
Environmental CS at Frick Park,9.99,0.59,2.08,22.85,3.66,0,0,4.95,28.49,0,48.17,1011,13.35,Yes,60.83
Ephrata Intermediate Sch,7.13,0.33,2.65,2.99,9.45,0.83,0.17,2.82,47.43,2.65,46.6,603,19.57,No,77.28
Ephrata MS,4.86,0.29,2.06,1.91,10.16,0.88,0.15,4.42,45.51,2.36,49.63,679,18.26,No,80.56
Ephrata SHS,2.84,0.31,2.53,2.76,11.66,0.23,0.08,4.68,40.18,2.15,48.39,1304,19.02,No,79.83
Erie County Technical School,0.56,0,0.28,0.56,1.25,0,0,1.11,55.22,0,36.58,719,25.31,No,97.36
Erie HS,4.5,0.21,4.46,40.97,14.46,0,0.13,0.39,83.01,12.61,46.03,2331,27.2,No,35.26
Erie Rise Leadership Academy CS,16.14,0.29,0,59.94,15.56,0,0,0,100,9.8,49.28,347,20.46,Yes,8.07
Eshleman El Sch,3.16,0,6.32,6.03,17.82,0,0,3.16,40.23,6.03,48.85,348,11.78,Yes,66.67
Esperanza Academy CS,0.37,0,0.12,5.59,93.54,0,0,0,80.81,27.08,52.17,1610,17.89,Yes,0.37
Esperanza Cyber CS,1.74,0.11,0.54,10.12,85.96,0.76,0.44,0,95.43,16.1,52.45,919,19.04,Yes,1.09
Eugenio Maria DE Hostos CS,1.83,0,1.83,6.49,89.45,0.2,0,0,73.63,12.78,55.17,493,26.57,Yes,0.41
Evans City El Sch,4.04,0,1.05,1.41,3.34,0.18,0,3.69,21.44,0.88,45.34,569,17.57,Yes,90.16
Evans City MS,5.17,0,1.03,1.03,1.65,0.41,0,11.16,23.76,0.62,46.9,484,22.31,Yes,91.12
Evans El Sch,5.77,0.18,8.83,3.06,3.6,0,0,1.08,14.77,0.9,43.6,555,18.02,No,78.56
EverGreen El Sch,5.23,0,0,1.81,12.68,0,0,0.8,55.13,0.6,52.52,497,17.51,Yes,80.28
Everett Area El Sch,2.29,0,0.46,0.92,2.97,0,0,0,57.44,0.23,50.57,437,16.02,Yes,93.36
Everett Area HS,0.81,0,0,1.88,1.34,0.27,0,3.76,54.03,0.27,49.73,372,20.97,No,95.97
Everett Area MS,0.33,0,0.33,1.64,1.97,0.33,0,3.62,56.58,0,45.72,304,15.79,No,95.72
Evergreen Community CS,0,0,1.98,13.86,10.89,0,0,4.95,0,0.99,60.4,101,8.91,No,73.27
Evergreen El Sch,11.27,1.09,9.82,29.82,9.09,0,0,1.45,40,3.27,49.82,275,14.91,Yes,38.91
Executive Education Academy CS,2.09,0.22,0.52,17.04,73.24,0,0.15,1.2,67.04,4.86,48.43,1338,8.82,Yes,6.73
Exeter Twp JHS,4.06,0,1.95,3.9,19.64,0,0,5.52,31.17,1.62,49.84,616,21.59,No,70.45
Exeter Twp SHS,3.16,0.16,2.06,5.22,18.2,0.47,0,3.24,29.11,1.74,48.66,1264,20.25,No,71.2
Exton El Sch,6.95,0,29.82,3.59,5.38,1.35,0,3.14,13,8.97,47.53,446,15.02,No,54.26
Eyer MS,4.04,0,4.15,4.73,12.69,0.23,0.12,11.3,22.84,0.69,47.06,867,22.26,No,74.28
Fairfield Area El Sch,0.85,0,0.85,1.42,1.71,0.85,0,1.14,34.19,1.42,50.71,351,15.1,Yes,95.16
Fairfield Area HS,0,0.64,0.96,1.28,2.56,2.56,0.32,4.49,29.17,0.64,50.64,312,12.82,Yes,94.23
Fairfield Area MS,0,0,0.73,0.73,3.3,1.83,0,2.93,25.64,1.1,48.72,273,12.09,Yes,95.24
Fairview Avenue El Sch,6.69,1.14,0.82,5.22,6.36,0.65,0,0.33,61.66,0,50.57,613,9.46,Yes,79.77
Fairview El Sch,2.82,0.33,2.49,3.98,5.97,0.5,0,0.66,34.99,1.82,51.74,603,15.09,Yes,84.41
Fairview HS,3.68,0.18,3.15,1.23,3.68,1.58,0,8.06,23.64,0.88,47.29,571,9.81,No,88.09
Fairview MS,6.25,0,4.86,0.69,4.17,0.69,0,6.77,22.05,1.22,47.92,576,11.98,No,84.03
Falling Spring El Sch,10.19,0.38,1.51,7.55,15.09,0.75,0,1.13,51.7,6.42,51.32,265,8.3,Yes,65.28
Fallsington El Sch,7.84,0,9.33,3.73,16.04,0,0,1.12,25,1.87,46.64,268,16.42,Yes,63.06
Fannett-Metal El Sch,2.52,0,0,0,0,0.63,0.63,0.63,51.57,0,49.06,159,19.5,Yes,96.86
Fannett-Metal MS,0.96,0,0,0,0.96,1.92,0,0,41.35,0,56.73,104,24.04,No,98.08
Fannett-Metal SHS,0,0,0.69,2.08,2.08,0,0,0.69,36.11,0,41.67,144,16.67,No,95.14
Fanny Jackson Coppin Sch,9.11,0.19,8.16,13.28,30.93,0,0,2.09,54.46,19.73,48.01,527,10.63,Yes,38.33
Farmdale El Sch,3.73,0.19,0.75,3.17,20.15,0,0.19,1.68,35.26,7.46,49.07,536,18.28,Yes,71.83
Farmersville El Sch,2.05,0,7.44,8.21,19.23,0,0.26,1.03,27.44,4.62,50,390,10.77,No,62.82
Farrell Area ES/LMS,13.28,1.3,0,67.45,3.13,1.04,0,0.26,100,0.26,45.83,384,25.52,Yes,14.84
Farrell Area HS/UMS,3.93,1.43,0.36,75,2.86,0.36,0,0.71,100,0,47.14,280,25.71,Yes,16.43
Farrell Louis H Sch,5.26,0.1,20.36,16.16,22.37,0,0.76,0.38,67.11,33.37,49.62,1046,12.43,Yes,34.99
Fawn Area El Sch,1.74,0.43,0.43,0.87,2.17,2.61,0,0.87,34.78,0,50.87,230,12.61,No,94.35
Fayette County Career & Technical Instit,3.29,0,0,8.15,0.63,0.47,0.16,0.63,50,0.16,40.6,638,29.94,No,87.77
Fayetteville El Sch,7.71,0,1.59,3.17,8.84,0.91,0.23,1.36,54.42,3.17,46.94,441,28.8,Yes,78.46
Fell CS,2.9,0,0,1.45,7.25,0,0,0,78.99,0,52.17,138,24.64,No,88.41
Fell D Newlin Sch,3.53,0.19,31.04,10.59,33.83,0,0.19,0,80.67,34.01,44.61,538,12.64,Yes,20.63
Fels Samuel HS,4.02,0.21,7.72,48.36,35.77,0,0.11,0.21,71.01,32.17,44.55,945,26.98,Yes,3.81
Feltonville Intermediate School,1.6,0,4.46,24.42,66.31,0,0.18,0,86.27,23.89,51.52,561,14.62,Yes,3.03
Feltonville Sch of Arts & Sciences,6.34,0,4.29,23.88,64.18,0,0,0.19,82.28,27.43,45.71,536,16.98,Yes,1.31
Ferguson Sch,8.55,0.15,0,36.58,45.88,0.6,0,0,86.21,23.99,48.73,667,16.19,Yes,8.85
Ferguson Twp El Sch,4.7,0,10.4,0.34,1.34,0,0,3.69,9.06,0.67,51.01,298,10.07,No,83.22
Fern Hill El Sch,5.51,0,12.28,4.51,12.53,1.5,0,2.51,20.8,8.52,48.37,399,13.53,Yes,65.16
Ferndale Area JSHS,4.94,0,0.76,7.6,3.8,0,0,3.42,57.79,0,46.77,263,19.01,No,82.89
Ferndale El Sch,8.95,0,0,11.18,7.67,2.24,0,0.32,71.88,0.64,49.84,313,14.38,Yes,72.2
Fink El Sch,11.2,0,8.3,11.2,25.31,0.41,0,0,69.29,12.86,47.72,241,14.52,Yes,43.98
Finletter Thomas K Sch,3.68,0.16,9.12,69.76,16.64,0,0,0,80.48,6.08,48.64,625,22.56,Yes,0.64
First District El Sch,17.8,0.59,0.59,4.75,1.48,0,0,2.08,63.2,0,46.88,337,18.99,Yes,74.78
First Philadelphia Preparatory CS,14.56,0.39,1.23,43.62,31.75,0,0.06,0,75.64,4.93,49.05,1786,19.04,Yes,8.4
Fishing Creek El Sch,4.58,0,1.96,2.4,5.23,2.18,0,1.31,22.44,0.22,46.84,459,13.51,Yes,85.84
Fitler Academics Plus,0.9,1.8,0,96.4,0.45,0,0,0,83.78,0,50.45,222,16.67,Yes,0.45
Fitzpatrick Aloysius L Sch,9.06,0.13,7.14,25.51,16.45,0,0.38,0.26,67.09,9.95,44.64,784,17.22,Yes,41.33
Fitzwater El Sch,8.24,0,10.12,15.29,5.88,1.18,0,5.88,16,3.76,47.76,425,14.59,Yes,60.47
Five Points El Sch,5.91,0.18,0.36,2.15,9.68,0.9,0,0,45.7,2.15,47.13,558,11.29,Yes,81.72
Fleetwood MS,2.66,0,0.89,2.81,14.35,0.74,0,2.37,33.58,1.18,46.89,676,21.89,Yes,79.29
Fleetwood SHS,0.97,0,1.7,3.16,12.53,0.36,0.12,5.47,28.1,2.19,49.88,822,18.98,No,81.51
Floyd C Fretz MS,3.55,0.68,0.34,1.35,3.72,0,0.17,1.02,67.68,0.51,49.75,591,17.77,No,90.19
Fogelsville Sch,4.22,0,15.66,4.62,15.86,0,0,2.61,27.11,3.01,45.98,498,15.66,Yes,59.64
Folk Arts-Cultural Treasures CS,7.13,0,70.84,8.86,5.83,0,0,0,53.13,30.24,49.24,463,16.41,Yes,7.34
Foose Sch,3.33,0,1.04,45,46.88,0.21,0,0,98.96,26.04,44.17,480,14.58,Yes,3.75
Foot of Ten El Sch,0.74,0,1.48,0.55,1.11,0.37,0,1.85,34.87,0.74,47.97,542,13.65,Yes,96.13
Forbes Road CTC,6.21,0,1.06,26.16,2.38,0,0,0,71.73,0.66,41.74,757,42.14,No,64.2
Forbes Road El Sch,0,0,0,1.41,0,0,0,0.47,39.91,0,53.05,213,14.08,Yes,98.59
Forbes Road JSHS,0.75,0,0,0,1.49,0,0,2.99,32.84,0.75,49.25,134,23.88,No,97.76
Forest City Regional El Sch,2.13,0,0.24,0.71,4.96,0,0,0.24,63.59,0.47,47.52,423,19.62,Yes,91.96
Forest City Regional HS,3.48,0.58,0.87,1.74,5.51,0,0.29,0.58,49.86,1.74,51.88,345,24.06,No,87.54
Forest Hills El Sch,1.14,0,0.1,0.31,1.44,1.34,0.1,1.14,43.76,0.1,50.77,969,15.58,Yes,96.9
Forest Hills JSHS,0.97,0,0.12,0.6,1.69,2.06,0.12,3.63,46.31,0,46.55,827,16.2,No,96.49
Forge Road El Sch,3.32,0.3,3.32,2.11,9.37,0,0,0.91,16.92,0,48.94,331,16.31,Yes,81.57
Forks El Sch,5.31,0,5.31,8.13,18.44,0,0.94,8.13,20.63,2.81,49.06,320,18.75,No,61.88
Forrest Edwin Sch,6.68,0,4.58,32.3,42.82,0,0,0,84.65,20.92,49.75,808,11.76,Yes,13.61
Fort Allen El Sch,5.7,0.2,1.63,2.65,3.67,1.22,0,2.65,37.27,1.63,52.75,491,16.7,Yes,86.15
Fort Cherry El Ctr,8.26,0,0.45,1.12,2.68,0.67,0,1.34,43.75,1.34,47.1,448,16.52,Yes,87.5
Fort Cherry JSHS,2.48,0,0.45,1.58,1.8,0.45,0,4.05,42.79,0.45,50.23,444,21.85,No,93.69
Fort Couch MS,3.81,0.17,12.94,0.66,1.99,0.66,0,10.12,10.61,1.82,47.93,603,12.11,Yes,80.43
Fort LeBoeuf MS,0.97,0,0.78,0.39,0.97,0.58,0.19,5.83,42.52,0.19,51.46,515,16.7,No,96.7
Fort LeBoeuf SHS,1.54,0,0.46,0.93,2.62,0.93,0,5.56,45.37,0.15,47.69,648,17.44,No,94.44
Fort Washington El Sch,4.95,0.4,4.36,4.75,2.57,0.4,0.2,6.53,11.29,0.4,46.53,505,11.88,No,82.77
Fort Zeller El Sch,2.11,0,1.06,0.7,7.75,0.35,0,0,37.68,3.87,40.14,284,9.51,Yes,88.38
Foster El Sch,6.04,0,5.66,2.26,2.64,1.51,0,1.13,8.68,4.15,52.08,265,12.08,No,83.4
Founders Hall Middle Sch,13.72,0.14,0,46.78,3.16,0,0,0.82,73.94,1.92,50.21,729,31.14,Yes,36.21
Fountain Hill El Sch,2.54,0,0.39,15.43,67.19,0,0,0.59,82.81,14.06,49.41,512,22.27,Yes,14.45
Fox Chapel Area HS,3.28,0.08,8.56,4.2,3.36,0.61,0,10.24,23.38,0.61,46.14,1309,13.14,No,80.52
Fox Chase Sch,8.66,0,9.11,23.69,18.45,0,0.23,1.14,60.82,10.93,46.7,439,21.41,Yes,39.86
Fox Twp El Sch,1.71,0.57,0.57,0,0.57,0.57,0,1.14,40.57,0,44,175,23.43,Yes,96.57
Frances Willard #32,7.02,0,1.25,14.29,40.35,0,0.25,0,82.21,6.27,50.13,399,17.04,Yes,36.84
Francis D Raub MS,4.09,0.2,1.2,14.96,76.47,0,0.1,1.2,81.56,20.94,47.66,1003,18.94,Yes,2.99
Francis H Sheckler El Sch,6.58,0,0.38,6.77,34.77,0.38,0.19,0.94,51.88,3.95,50.19,532,16.35,Yes,51.32
Francis McClure El Sch,13.11,0.33,0.82,36.56,4.75,0,0.16,2.3,70,2.95,48.03,610,23.28,Yes,44.26
Francis S Grandinetti El Sch,2.58,0,0.29,0.57,0.86,0.29,0,0.29,51.86,0,49,349,18.62,Yes,95.7
Franconia El Sch,1.41,0.23,4.22,4.45,10.54,0,0,3.28,28.1,8.67,49.65,427,14.29,Yes,79.16
Frank Anne Sch,3.01,0.16,34.71,14.66,9.43,0,0.08,0.16,61.89,30.67,47.7,1262,6.26,Yes,37.96
Frankford HS,4.31,0.43,1.08,43.27,44.13,0,0.11,0.11,78.15,23.36,40.9,929,34.77,Yes,6.67
Franklin Area JSHS,4.54,0.23,1.05,2.56,1.63,0.58,0.47,6.05,47.26,0.23,48.2,859,26.19,No,89.52
Franklin Benjamin HS,4.73,0,2.46,75.05,15.88,0,0.19,0,81.66,12.29,32.7,529,39.32,Yes,1.7
Franklin Benjamin Sch,4.61,0,6.2,57.23,29.89,0,0.32,0,81.88,21.46,47.38,629,11.29,Yes,1.75
Franklin County CTC,6.5,0,1.05,2.31,8.81,0,0,0,39.2,0.84,39.62,477,20.55,No,81.34
Franklin El Sch,2.82,0.54,38.04,1.61,1.48,1.08,0,5.91,4.3,2.96,47.85,744,10.89,No,55.51
Franklin LC,3.36,0.41,9.98,50.1,27.9,0,0.2,0.61,72.51,16.29,63.44,982,6.72,Yes,8.04
Franklin Regional Intermediate Sch,5.32,0,7.23,1.5,2.73,0,0.14,4.5,16.64,2.73,49.8,733,16.1,No,83.08
Franklin Regional MS,4.41,0.13,8.69,2.02,3.65,0.25,0.13,7.43,16.62,1.01,46.6,794,16.75,No,80.98
Franklin Regional Primary Sch,5.06,0,7.52,2.19,1.5,0.14,0,0.41,16.14,4.24,49.93,731,7.39,No,83.72
Franklin Regional SHS,2.45,0.27,7.63,1.45,2.27,0.27,0.09,8.45,16.35,0.64,47.41,1101,17.08,No,85.83
Franklin S Edmonds Sch,1.8,0,0.45,93.24,3.83,0,0,0.23,74.1,0,50.45,444,20.27,Yes,0.68
Franklin Sch,4.73,0,0,0,2.7,0,0,2.03,67.57,1.35,49.32,148,8.11,Yes,92.57
Franklin Towne CHS,2.22,0.16,1.98,13.72,24.9,0,0.56,0,60.59,1.43,51.23,1261,14.67,Yes,56.46
Franklin Towne Charter Elementary School,1.94,0,1.94,6.89,11.84,0,0.22,0,54.57,1.61,48.01,929,16.04,Yes,77.18
Franklin Twp El Sch,6.09,0.55,0.83,1.39,9.42,1.11,0,0.83,38.5,4.16,45.15,361,11.36,Yes,81.72
Frankstown El Sch,1.63,0.33,1.14,0.82,0.65,0.33,0,2.77,32.63,0.16,47.96,613,10.93,Yes,95.43
Frazier El Sch,3.09,0,0.82,0.62,1.24,0,0.21,0.21,48.25,0.62,46.39,485,15.46,Yes,94.02
Frazier HS,1.3,0,0.65,0.32,0.97,0,0.32,1.95,39.61,0,48.38,308,15.26,No,96.43
Frazier MS,1.6,0,0.4,0.4,2.8,0,0,1.6,49.2,0,45.6,250,12.8,No,94.8
Fred J. Jaindl El Sch,4.71,0.22,28.7,9.42,14.13,0,0,2.91,16.82,3.14,44.39,446,15.7,Yes,42.83
Fred L Aiken El Sch,2.7,0,6.76,6.31,0.45,0.45,0,0.9,21.17,3.15,54.5,222,13.51,No,83.78
Fred S Engle MS,1.59,0,2.08,1.22,25.06,0.37,0.12,2.57,26.77,2.57,50.49,818,10.88,No,69.93
Frederick Douglass Mastery CS,1.53,0,0.31,93.88,3.67,0,0.15,0,87.92,1.38,48.47,654,23.09,Yes,0.46
Fredericksburg El Sch,2.33,0,0,1.4,11.63,0.47,0,2.33,35.35,3.26,41.4,215,22.33,Yes,84.65
Freedom Area El Sch,4.12,0,0.46,0.92,1.14,0.23,0,1.37,51.03,0.92,46,437,21.74,Yes,93.36
Freedom Area MS,6.43,0,0.26,0,2.83,0.26,0,2.06,56.81,1.54,44.99,389,21.85,No,90.49
Freedom Area SHS,4.74,0,0,0.5,1,0.5,0,3.49,45.89,0.5,49.88,401,18.2,No,93.77
Freedom HS,1.66,0.32,4.76,10.33,36.67,0,0.27,4.34,48.18,6.48,48.02,1868,20.5,No,45.99
Freeland El/MS,2.34,0.12,0.47,2.58,41.03,0,0,0.47,63.19,8.32,45.84,853,15.59,Yes,53.46
Freemansburg El Sch,0.97,0.65,1.29,14.19,54.84,0,0.65,0.97,77.74,9.68,48.06,310,15.16,Yes,27.42
Freeport Area MS,2.3,0,0.92,0.46,0.46,0.23,0,4.6,24.14,0.23,51.72,435,15.4,No,95.86
Freeport Area SHS,1.84,0,0.92,0.55,0.74,0,0,6.26,24.31,0.55,48.8,543,10.5,No,95.95
Freire CS,3.44,0.2,0.2,93.63,2.33,0,0,0,81.9,0.61,56.02,989,24.87,Yes,0.2
French Creek El Sch,4.72,0,2.27,1.05,5.42,1.4,0,3.5,15.91,0.17,44.23,572,17.83,No,86.54
Friendship El Sch,0.99,0.25,0.5,1.73,5.69,0.25,0,0.99,33.17,2.97,48.02,404,18.81,Yes,90.84
Friendship Hill El Sch,6.82,0.57,0,0,0,0,0,2.27,63.64,0.57,48.86,176,28.41,Yes,92.61
Fritz El Sch,6.67,0.32,5.24,11.11,27.3,0,0,1.9,42.06,6.19,50.16,630,13.81,Yes,49.37
Fulton County Center for Career and Tech,0.74,0.74,2.21,0.74,2.94,0,0,2.94,41.18,0,40.44,136,16.18,No,92.65
Fulton El Sch,7.79,0,0.65,1.62,13.31,0.97,0,0.65,56.49,7.14,42.86,308,22.4,Yes,76.62
Furness Horace HS,3.72,0.13,30.85,18.75,37.63,0,0,0,66.09,50.66,37.1,752,19.95,Yes,8.91
G A R MS,8.4,0.2,0.7,20.3,51.6,0.1,0,0.2,87.2,10,46.7,1000,21.3,Yes,18.8
GNA El Ctr,3.75,0,0.2,9.27,15.19,0,0.2,1.38,73.18,2.37,48.92,507,18.15,Yes,71.4
Galeton Area Sch,1.85,0.31,0.31,0.92,0,0,0,4.62,59.69,0,52,325,22.15,Yes,96.62
