SchoolName,AcademicYearId,Federal-Non-Personnel,Federal-Personnel,Local-Non-Personnel,Local-Personnel,State-Non-Personnel,State-Personnel
Palmerton Area JHS,2021,31367.13,63266.68,700275.86,3723907.77,13296.73,45551.19
Palmyra Area MS,2021,185213.66,125802.25,784119.54,5795050.1,471619.28,3715912.3
Palmyra Area SHS,2021,202333.21,98321.95,1368897.81,7692114.66,841734.61,4765122.33
Panther Valley El Sch,2021,73164.53,2413574.24,2045529.02,2028912.95,138425.46,367679.82
Panther Valley Intermediate Sch,2021,48781.01,2503473.82,2005819.37,1834630.15,1.0,1.0
Panther Valley JSHS,2021,219024.09,1789849.18,2088717.09,3776230.13,1.0,1.0
Paradise El Sch,2021,460730.15,1579725.47,2301591.17,4531346.02,57.09,129700.8
Park El Sch,2021,401875.08,2182484.21,711889.29,1737079.04,831485.62,2028905.71
Park Forest El Sch,2021,147812.0,190509.0,651362.0,5884698.0,89524.0,1899696.0
Park Forest MS,2021,259018.0,111854.0,1531039.0,11364822.0,210428.0,3668388.0
Park Hills El Sch,2021,14485.13,297865.56,412576.04,4527422.32,196893.09,2160615.51
Park Lane El Sch,2021,323640.53,244608.52,696666.38,2261059.91,658969.83,2138714.19
Parkland HS,2021,778220.91,1071409.51,9165337.87,35716826.97,2148310.84,8371851.38
Parkside Education Center,2021,15642.37,100708.9,295331.85,1938883.95,9082.22,23783.22
Parkside El Sch,2021,75039.85,79075.36,428698.11,2514886.9,161953.4,950072.95
Parkway Center City Middle College,2021,729741.77,3074195.07,2984840.4,2272122.75,25595.63,102576.19
Parkway Manor Sch,2021,147029.72,202422.01,1363638.97,7508844.34,319630.38,1760036.77
Parkway Northwest,2021,389320.27,2259428.03,623187.15,1688843.61,14544.27,58287.14
Parkway West,2021,395132.94,2372191.9,647965.22,1591262.64,15803.19,338741.36
Patricia A Guth El Sch,2021,39307.0,196984.0,175311.0,4763784.0,57668.0,1505656.0
Patterson John M Sch,2021,556143.93,2952560.81,900809.4,2247932.66,22230.93,315851.5
Patterson Primary Sch,2021,23310.58,514.75,141445.88,919881.73,1.0,1.0
Paul Robeson HS for Human Services,2021,492489.01,2506991.89,0.0,0.0,0.0,0.0
Paul V Fly El Sch,2021,37965.66,987334.91,2715741.11,6128955.35,35601.23,44980.4
Paxinosa El Sch,2021,366040.0,325136.0,842438.0,6940797.0,389842.0,2728648.0
Paxon Hollow MS,2021,114986.0,350968.33,1549973.67,11361751.79,300699.04,2204210.28
Paxtang El Sch,2021,30571.18,567356.13,357096.04,1673512.32,108614.64,509016.94
Paxtonia El Sch,2021,100777.22,625868.73,1044755.32,5193334.51,317773.67,1579609.08
Peebles El Sch,2021,85080.0,224564.59,669969.22,6643051.92,0.01,37393.14
Peirce Thomas M Sch,2021,424089.78,2537153.47,622090.82,1542515.24,14898.79,235512.63
Pen Argyl Area HS,2021,121744.61,423570.33,933567.04,5452820.42,477854.1,2791071.76
Penn Alexander Sch,2021,829507.88,3495009.19,1392291.44,3394057.15,33113.24,339196.04
Penn Bernville El Sch,2021,111075.85,223573.41,870917.35,3971538.44,338690.08,1544487.17
Penn Cambria HS,2021,243550.09,83115.61,320337.87,1788612.34,708644.19,3956727.7
Penn Cambria Intrmd Sch,2021,105263.43,177731.93,145752.99,667731.37,322431.45,1477140.18
Penn Cambria MS,2021,224229.58,311573.27,308623.28,1718091.1,682729.42,3800722.18
Penn Cambria Pre-Primary,2021,46543.66,122571.74,88582.44,393334.81,195960.06,870126.35
Penn Cambria Primary Sch,2021,108290.52,376963.17,123864.74,608415.84,274010.77,1345923.74
Penn Hills El Sch,2021,62480.36,2883571.24,296503.45,5120958.74,197668.67,3505163.86
Penn Hills SHS,2021,793905.5,5154331.59,12682229.3,6442280.04,10451759.2,4640942.76
Penn London El Sch,2021,77532.68,1081996.57,1980010.91,6827761.46,1047590.97,3612455.46
Penn MS,2021,96041.0,106192.0,602989.0,3397798.0,493355.0,2669699.0
Penn Manor HS,2021,105312.0,1541515.0,2448529.0,12893247.0,1100578.0,5795327.0
Penn Trafford HS,2021,274159.0,60203.0,1877282.0,9586733.0,1535958.0,7532433.0
Penn Treaty Sch,2021,1032021.56,4156468.15,1128044.14,3734757.71,25538.37,102346.71
Penn Valley El Sch,2021,23412.19,312785.96,506843.33,5029075.85,163301.3,1620332.28
Penn Valley Sch,2021,15547.78,149270.84,1373692.59,13188520.51,229637.63,2204700.34
Penn Wood El Sch,2021,87956.62,69768.57,1017947.37,4805138.59,284516.7,1343038.18
Penn Wood HS,2021,69908.38,695639.43,3518357.84,9772605.77,3327979.85,9243811.06
Penn Wood MS,2021,31597.73,548088.18,1766597.24,4636818.5,1671006.85,4385920.72
Penn Wynne Sch,2021,20999.98,166840.12,1855410.35,14740818.61,310165.48,2464195.12
Penn's Grove Sch,2021,431768.14,0.0,3798516.19,4261064.42,0.0,0.0
Penn's Grove School,2021,0.0,149643.65,0.0,0.0,1918696.62,2152337.78
Penn-Kidder Campus,2021,430863.0,1640311.0,422889.0,6254343.0,130540.0,1475241.0
Penn-Lincoln El Sch,2021,194763.22,765026.97,301559.48,1276776.03,663274.7,3169764.97
Pennbrook MS,2021,166515.42,259163.13,1235538.39,11447496.42,309860.73,2870918.11
Penncrest HS,2021,282472.05,499796.34,2227710.09,20501388.94,492610.88,4533447.74
Penndale MS,2021,230395.53,374061.73,1789152.84,16932121.78,448701.72,4246407.55
Pennell El Sch,2021,110428.0,116366.61,630868.43,3700885.8,238329.22,1398119.14
Pennell Joseph Sch,2021,491765.67,2811684.38,746262.04,2054153.96,18282.67,286452.35
Pennfield MS,2021,176621.62,286745.61,1282678.33,11758065.16,321682.95,2948805.66
Pennridge Central MS,2021,53919.0,62784.0,759468.0,7556273.0,243984.0,2388537.0
Pennridge HS,2021,200501.0,233466.0,3365930.0,26700189.0,1081841.0,7805728.0
Pennridge North MS,2021,53919.0,62784.0,742761.0,7389049.0,238709.0,2335729.0
Pennridge South MS,2021,39160.0,258286.0,646443.0,6352509.0,310718.0,2010879.0
Penns Manor Area El Sch,2021,125892.3,442423.18,486719.05,1710476.3,1089349.02,3828298.2
Penns Manor Area JSHS,2021,206509.96,482109.43,798399.37,1863909.48,1786935.52,4171704.27
Penns Valley Area El and Intrmd Sch,2021,94867.08,452722.92,738275.5,2872655.53,415050.06,1614974.14
Penns Valley Area JSHS,2021,188379.42,587240.04,1647673.74,5392872.19,926303.36,3031811.17
Pennsbury HS,2021,11663.4,1406081.21,3959370.69,38903737.56,1275680.93,12534506.08
Pennwood MS,2021,3025.77,321646.64,1128054.27,10299249.57,363451.02,3318344.57
Penrose Sch,2021,640265.29,3358491.41,983054.57,3552892.71,23316.15,215882.46
Pequea El Sch,2021,23037.0,287445.0,510670.0,2551120.0,229539.0,1146691.0
Pequea Valley HS,2021,234336.31,981411.2,2492162.26,6904517.46,56.56,3415.96
Pequea Valley Intrmd Sch,2021,173858.92,433337.57,1330542.82,3331458.51,29.54,1784.34
Perkiomen Valley HS,2021,957707.74,212541.8,5303202.07,18951351.75,1420001.17,5074470.35
Perkiomen Valley MS-East,2021,353911.79,33254.23,1435140.2,7904705.63,384277.41,2116587.51
Perkiomen Valley MS-West,2021,288065.1,70877.66,1328999.51,7999600.89,355856.87,2141996.94
Perry El Sch,2021,779875.16,584361.2,4862.12,3586.88,48966.87,2879510.92
Perry Lower Intrmd Sch,2021,189780.49,341553.98,189730.9,931452.9,344722.35,1692358.08
Peters El Sch,2021,78410.22,402236.11,521449.26,2812964.47,375916.75,2027887.56
Peters Twp HS,2021,143859.9,0.0,1882351.33,14735403.78,554980.45,4344492.35
Peters Twp MS,2021,100509.26,0.0,1145941.82,9840175.04,337862.17,2901214.37
Pfaff El Sch,2021,186770.0,12195.0,993821.0,5306265.0,333875.0,1706292.0
Pfeiffer-Burleigh Sch,2021,1049978.27,786749.72,32978.74,3586.88,71204.98,3628525.84
Philadelphia Learning Academy - North,2021,70961.66,541469.74,175079.38,1916153.8,2576.74,10326.46
Philadelphia Learning Academy - South,2021,109675.77,1123643.91,285908.32,2108095.52,4294.57,17210.77
Philadelphia Military Academy at Elverson,2021,556229.25,2598711.75,998548.78,1820631.34,21701.89,86971.76
Philipsburg El Sch,2021,103227.0,507969.0,326355.0,1605961.0,533937.0,2627453.0
Philipsburg-Osceola Area HS,2021,159843.0,903284.0,505350.0,2855762.0,826785.0,4672207.0
Philipsburg-Osceola Area MS,2021,148728.0,695047.0,470209.0,2197412.0,769291.0,3595104.0
Phillips El Sch,2021,61376.03,701377.55,645030.63,3423289.66,196193.07,1041230.72
Phoenix Academy,2021,377654.0,240487.0,2482978.0,420141.0,3099474.0,524457.0
Phoenixville Area HS,2021,37727.0,176605.0,2983053.0,16660783.0,672619.0,3756674.0
Phoenixville Area MS,2021,25634.0,119997.0,2026892.0,11320487.0,457024.0,2552544.0
Phoenixville Early Learning Ctr,2021,16949.0,79339.0,1340126.0,7484797.0,302172.0,1687672.0
Pickering Valley El Sch,2021,41180.58,90935.5,711684.43,4821490.64,214571.95,1453673.34
Pine Grove Area HS,2021,1.0,93580.6,432020.0,4982462.0,614.61,424231.96
Pine Grove Area MS,2021,14790.05,1.0,51446.0,4724797.8,537.65,872799.1
Pine Grove El Sch,2021,23997.43,330721.09,99893.98,3636222.83,4688.91,1219069.2
Pine Road El Sch,2021,46290.92,140269.86,3703273.94,11221588.55,879527.56,2665127.28
Pine Run El Sch,2021,74178.0,49527.0,948311.0,6067171.0,251315.0,1607882.0
Pine Street El Sch,2021,381473.68,147803.64,378761.43,2592322.0,251917.34,1625801.33
Pine-Richland HS,2021,389138.88,390572.82,3856793.81,16680579.21,918924.88,3974337.25
Pine-Richland MS,2021,167098.73,288391.76,1155836.38,8755414.33,275391.13,2086076.8
Pinecreek El Sch,2021,81657.1,143846.86,175839.05,735202.89,360523.27,1507388.41
Pittsburgh Allderdice HS,2021,1320802.94,3283664.85,3451127.85,10687434.9,7718869.99,9328096.39
Pittsburgh Allegheny 6-8,2021,127913.42,318007.16,334225.15,1035026.71,747535.47,903381.31
Pittsburgh Allegheny K-5,2021,493241.89,1226254.89,1288792.42,3991125.72,2882542.06,3483493.08
Pittsburgh Arlington K-8,2021,327535.87,814291.06,855818.94,2650295.67,1914143.84,2313203.65
Pittsburgh Arsenal 6-8,2021,147294.24,366190.06,384865.32,1191848.94,860798.41,1040257.26
Pittsburgh Arsenal K-5,2021,260672.04,648060.05,681110.34,2109258.98,1523386.67,1840981.61
Pittsburgh Banksville K-5,2021,250981.63,623968.6,655790.25,2030847.86,1466755.19,1772543.63
Pittsburgh Beechwood K-5,2021,307186.01,763699.02,802646.75,2485632.33,1795217.75,2169483.9
Pittsburgh Brashear HS,2021,1024276.38,2546466.43,2676333.19,8288054.79,5985946.87,7233894.27
Pittsburgh Brookline K-8,2021,352730.94,876928.84,921651.16,2854164.56,2061385.68,2491142.4
Pittsburgh CAPA 6-12,2021,800427.9,1989953.9,2091439.18,6476758.05,4677759.8,5652976.98
Pittsburgh Carmalt K-8,2021,511653.67,1272028.64,1336900.59,4140106.84,2990141.86,3613525.23
Pittsburgh Carrick HS,2021,518436.96,1288892.66,1354624.65,4194994.62,3029783.89,3661431.82
Pittsburgh Classical 6-8,2021,224817.52,558921.68,587426.02,1819137.85,1313850.21,1587761.09
Pittsburgh Colfax K-8,2021,707399.96,1758675.97,1848366.34,5724011.35,4134097.65,4995972.39
Pittsburgh Concord K-5,2021,375987.92,934748.32,982419.37,3042351.24,2197301.22,2655393.54
Pittsburgh Conroy,2021,165706.02,411963.82,432973.49,1340830.06,968398.22,1170289.42
Pittsburgh Dilworth K-5,2021,383740.25,954021.48,1002675.44,3105080.13,2242606.4,2710143.93
Pittsburgh Faison K-5,2021,402152.03,999795.24,1050783.61,3254061.25,2350206.2,2840176.08
Pittsburgh Fulton K-5,2021,268424.37,667333.21,701366.41,2171987.87,1568691.85,1895731.99
Pittsburgh Grandview K-5,2021,182179.72,452919.29,476017.63,1474128.95,1064671.72,1286633.99
Pittsburgh Greenfield K-8,2021,329473.95,819109.35,860882.95,2665977.89,1925470.14,2326891.25
Pittsburgh King K-8,2021,314938.34,782972.18,822902.82,2548361.22,1840522.93,2224234.28
Pittsburgh Langley K-8,2021,472892.03,1175662.84,1235620.24,3826462.38,2763615.96,3339773.32
Pittsburgh Liberty K-5,2021,312031.22,775744.74,815306.8,2524837.88,1823533.48,2203702.89
Pittsburgh Lincoln K-5,2021,195746.29,486647.32,511465.76,1583904.51,1143955.79,1382447.15
Pittsburgh Linden K-5,2021,154077.53,383054.08,402589.38,1246736.72,900440.45,1088163.85
Pittsburgh Manchester K-8,2021,164736.98,409554.68,430441.48,1332988.95,962735.07,1163445.62
Pittsburgh Mifflin K-8,2021,257764.92,640832.61,673514.31,2085735.64,1506397.23,1820450.21
Pittsburgh Miller K-5,2021,167644.1,416782.11,438037.5,1356512.28,979724.51,1183977.02
Pittsburgh Milliones 6-12,2021,291681.35,725152.69,762134.62,2360174.54,1704607.39,2059983.14
Pittsburgh Minadeo K-5,2021,236446.01,587831.42,617810.12,1913231.19,1381807.98,1669886.66
Pittsburgh Montessori K-5,2021,223848.48,556512.53,584894.01,1811296.74,1308187.06,1580917.29
Pittsburgh Morrow K-8,2021,473861.07,1178071.98,1238152.25,3834303.49,2769279.11,3346617.12
Pittsburgh Obama 6-12,2021,765542.42,1903224.68,2000286.87,6194478.04,4473886.5,5406600.26
Pittsburgh Oliver,2021,98842.19,245732.81,0.0,799793.37,0.0,0.0
Pittsburgh Online Academy,2021,278114.78,691424.66,726686.49,2250398.98,1625323.32,1964169.97
Pittsburgh Perry HS,2021,278114.78,691424.66,726686.49,2250398.98,1625323.32,1964169.97
Pittsburgh Phillips K-5,2021,205436.7,510738.77,536785.84,1662315.63,1200587.26,1450885.13
Pittsburgh Pioneer,2021,57173.42,142139.56,149388.51,462625.58,334125.7,403784.07
Pittsburgh Roosevelt K -5,2021,201560.54,501102.19,526657.81,1630951.18,1177934.67,1423509.94
Pittsburgh Schiller 6-8,2021,224817.52,558921.68,587426.02,1819137.85,1313850.21,1587761.09
Pittsburgh Science and Technology Academ,2021,0.0,1452714.53,1526801.24,4728190.2,3414877.92,4126810.07
Pittsburgh Science and Technology Academy 6-12,2021,584331.75,0.0,0.0,0.0,0.0,0.0
Pittsburgh South Brook 6-8,2021,305247.93,758880.73,797582.74,2469950.1,1783891.45,2155796.3
Pittsburgh South Hills 6-8,2021,393430.66,978112.93,1027995.53,3183491.25,2299237.87,2778581.9
Pittsburgh Spring Hill K-5,2021,100780.27,250551.1,263328.9,815475.59,588967.34,711754.97
Pittsburgh Sterrett 6-8,2021,105625.47,262596.82,275988.95,854681.15,617283.07,745973.96
Pittsburgh Sunnyside K-8,2021,227724.64,566149.11,595022.04,1842661.19,1330839.65,1608292.48
Pittsburgh Weil K-5,2021,153108.48,0.0,0.0,1238895.61,0.0,0.0
Pittsburgh Weil K-8,2021,0.0,380644.94,400057.37,0.0,894777.3,1081320.05
Pittsburgh West Liberty K-5,2021,153108.48,380644.94,400057.37,1238895.61,894777.3,1081320.05
Pittsburgh Westinghouse,2021,0.0,0.0,0.0,4908535.76,0.0,0.0
Pittsburgh Westwood K-8,2021,206405.74,513147.92,539317.85,1670156.74,1206250.41,1457728.93
Pittsburgh Whittier K-5,2021,142449.03,354144.34,372205.28,1152643.38,832482.68,1006038.28
Pittsburgh Woolslair K-5,2021,170551.22,424009.55,445633.53,1380035.61,996713.95,1204508.41
Pittston Area MS,2021,213111.33,856368.6,1037837.04,5326026.34,646378.02,3317116.46
Pittston Area SHS,2021,209090.09,840209.59,1474356.45,7874480.32,918247.8,4904325.79
Pittston City Intrmd Ctr,2021,294513.62,1321797.6,784498.38,4683858.55,488595.51,2917166.26
Pivik El Sch,2021,24389.64,217941.17,536904.86,4797679.17,386235.31,3451324.91
Plainfield El Sch,2021,151429.85,577270.13,476558.39,3456672.12,243930.4,1773933.28
Pleasant Gap El Sch,2021,248422.72,294602.61,703486.79,4118361.64,20996.19,18935.01
Pleasant Hills MS,2021,15167.79,367684.79,1606353.28,5090635.72,182831.04,3616677.67
Pleasant Valley El Sch,2021,184958.19,555452.54,302599.18,1456529.06,665556.72,3571554.75
Pleasant Valley HS,2021,4182.83,23028.04,1284949.56,10587524.99,1204134.76,9085362.74
Pleasant Valley Intermediate Sch,2021,0.0,127404.34,2117512.78,0.0,0.0,0.0
Pleasant Valley Intrmd Sch,2021,6006.51,0.0,0.0,8646823.65,1984335.27,8102995.77
Pleasant Valley MS,2021,14564.37,184571.37,1791546.78,6462430.37,1678870.38,6055986.34
Pleasant View El Sch,2021,175184.0,332725.0,1157244.0,5235668.0,4262.0,186498.0
Pleasantville El Sch,2021,234082.15,262677.26,127707.55,0.0,0.0,1757468.87
Pleasantville Elementary School,2021,0.0,0.0,0.0,730957.68,307052.03,0.0
Plum SHS,2021,42925.38,480704.08,944943.91,10582048.21,679767.93,7612448.7
Plymouth El Sch,2021,127042.0,281931.0,1520024.0,9771561.0,15018.0,1119.0
Plymouth-Whitemarsh SHS,2021,335176.0,63911.0,5626536.0,30291524.0,78211.0,2813.0
Pocono Mountain East HS,2021,293026.17,1253767.14,3294684.67,14096923.0,1588137.18,6795141.21
Pocono Mountain East JHS,2021,134213.21,670342.78,1509046.81,7537101.79,727405.99,3633109.94
Pocono Mountain West HS,2021,357679.41,1460901.26,4021623.22,16425867.22,1938543.45,7917762.43
Pocono Mountain West JHS,2021,180732.09,848813.53,2032088.96,9543765.06,979528.05,4600382.03
Pocopson El Sch,2021,6955.13,248149.53,1026110.84,10754235.33,225243.84,2360685.81
Poff El Sch,2021,272.79,291.1,1040.27,10364.2,376.82,3754.27
Pollock Robert B Sch,2021,877572.42,4010702.34,1451302.95,4021618.94,33342.29,393688.26
Poquessing MS,2021,38894.93,204113.68,1944912.4,10206556.0,660719.84,3467340.75
Port Allegany El Sch,2021,62351.0,188944.0,253936.0,1272900.0,886404.0,4443267.0
Port Allegany JSHS,2021,41115.0,124591.0,185538.0,1028861.0,647651.0,3591408.0
Port Matilda El Sch,2021,20400.74,22866.34,638589.31,510448.59,703751.12,493383.45
Portage Area El Sch,2021,80106.51,696578.11,286827.53,908770.22,1003444.76,3179264.95
Portage Area JSHS,2021,16746.5,1880301.83,282401.53,605713.98,987960.73,2119045.26
Potter-Thomas Sch,2021,659147.38,3027850.28,1154013.54,2839556.5,24733.15,457151.77
Pottsgrove MS,2021,36233.0,437718.0,1424336.0,8079436.0,412764.0,2341369.0
Pottsgrove SHS,2021,51292.0,1219871.0,1973979.0,9858760.0,572047.0,2857005.0
Pottstown HS,2021,500930.75,929516.42,0.0,6110539.11,0.0,0.0
Pottstown MS,2021,468948.0,1320924.28,1542415.97,5858247.17,1511502.8,5740835.95
Pottstown SHS,2021,0.0,0.0,1724285.26,0.0,1689727.06,5988071.45
Pottsville Area HS,2021,181715.4,704226.7,1282349.93,9088000.77,6391.6,206661.37
Powel Samuel Sch,2021,367718.98,2093487.81,610463.3,2013629.45,14117.14,314761.85
Preston Sch,2021,43030.82,180333.34,364123.11,1913173.93,192640.05,1012168.48
Price,2021,1021.49,213358.37,17373.67,98186.65,10763.24,54011.37
Price El Sch,2021,592613.0,688751.0,688602.0,2552574.0,859575.0,3186351.0
Priestley Sch,2021,222097.03,314077.02,395166.66,1119332.64,408936.93,1158337.74
Primos El Sch,2021,469886.46,41218.12,532901.21,3769100.73,400259.2,2890964.44
Prince Hall,2021,0.0,0.0,0.0,0.0,24237.8,323469.62
Prince Hall Sch,2021,626831.35,2917799.21,1063385.47,2956220.49,0.0,0.0
Prospect Park Sch,2021,69268.89,539128.57,728748.68,5723972.94,390729.18,3041094.83
Providence El Sch,2021,261922.89,689175.89,647320.17,2475631.51,355810.42,1360772.5
Punxsutawney Area El Sch,2021,1561039.19,835728.79,848977.2,3529091.93,2175210.51,9042077.69
Punxsutawney Area HS,2021,652335.65,179233.54,783611.55,3059055.12,2007733.63,7837770.95
Purchase Line El Sch,2021,330.0,1905.0,497.0,1944.0,2865.0,11208.0
Purchase Line JSHS,2021,168.0,2119.0,568.0,2358.0,3275.0,13590.0
Quaker Valley HS,2021,133415.97,236174.22,1594766.37,9790639.83,327969.3,2013479.4
Quaker Valley MS,2021,124892.03,71428.78,1168065.77,7050789.64,240216.82,1450019.61
Quakertown Community HS,2021,586486.0,38398.0,3359384.0,16087526.0,1015959.0,4878883.0
Quakertown El Sch,2021,103570.0,236682.0,425177.0,3523207.0,128435.0,1169542.0
Quarry Hill El Sch,2021,1890.61,200976.04,576313.37,5762257.88,185684.05,1856558.29
Quarryville El Sch,2021,221433.79,516881.13,770448.43,2706568.01,423489.94,1487710.63
Radio Park El Sch,2021,137447.0,102294.0,673958.0,4675735.0,92629.0,1509412.0
Radnor El Sch,2021,79234.0,281466.59,1553390.87,11303342.0,34935.6,285.0
Radnor MS,2021,93715.0,335805.0,2247110.0,18193776.0,63625.0,397.0
Radnor SHS,2021,203105.0,480101.0,4108690.0,25693466.0,145611.0,573.0
Rainbow El Sch,2021,367644.0,301369.0,2402181.0,4999170.0,1029143.0,2738774.0
Ramsay El Sch,2021,49801.01,192979.48,459665.4,1781208.47,428529.4,1660556.16
Ramsey El Sch,2021,37927.21,164493.53,686045.93,3872733.3,263367.2,1486709.41
Ray S. Musselman Learning Center,2021,17658.9,1607365.16,1347159.33,3261689.4,17764.5,574620.3
Rayne El Sch,2021,111358.75,606137.61,403793.82,1368183.21,825033.56,2795478.78
Reading SHS,2021,0.0,0.0,1.0,1.0,1.0,1.0
Reamstown El Sch,2021,3911.87,256320.26,380684.2,584704.79,161468.77,248004.95
Red Land SHS,2021,68848.0,1097881.0,4155763.0,9410623.0,1458014.0,3301638.0
Red Lion Area JHS,2021,268989.0,267102.0,1356967.0,10174133.0,4262.0,0.0
Red Lion Area SHS,2021,51681.0,212735.0,8083478.0,18539480.0,17621.0,0.0
Red Mill El Sch,2021,40330.0,682708.0,2060803.0,4666638.0,723015.0,1637250.0
Redbank Valley HS,2021,389625.21,35676.6,453849.19,1845612.87,1218302.7,4954322.23
Redbank Valley Intrmd Sch,2021,243623.01,165533.53,213904.05,740154.7,574199.3,1986854.87
Redbank Valley Primary School,2021,164882.77,166210.85,175002.14,748274.98,469771.87,2008652.75
Reeceville El Sch,2021,189501.0,231697.0,1197092.0,2817394.0,512861.0,1419675.0
Reidenbaugh El Sch,2021,39569.82,330665.1,784064.21,3844228.53,215890.15,1058498.84
Reiffton Sch,2021,179099.09,421745.05,715371.18,4832208.82,498584.82,3367854.44
Renovo El Sch,2021,51475.88,331627.55,202492.11,1304532.48,234249.28,1509124.44
Reserve Primary Sch,2021,84353.0,228966.0,220529.0,2188694.0,24426.0,409694.0
Resica El Sch,2021,80271.42,440472.26,1088777.1,5004941.83,524518.66,2411132.07
Reynolds El Sch,2021,26206.74,1807726.4,423378.63,3842634.25,49360.73,894577.51
Reynolds JSHS,2021,23589.46,144401.15,599373.2,5961739.94,45200.81,917141.05
Reynolds MS,2021,535797.0,1426310.0,767842.0,3777986.0,958489.0,4716019.0
Rhawnhurst Sch,2021,907159.64,3954977.43,1549301.17,3375821.17,35804.51,350503.48
Rhoads James Sch,2021,690624.28,3367431.02,1048003.2,3637670.86,23774.24,258465.01
Rhodes E Washington Sch,2021,590957.17,3804298.74,1073183.57,3689259.13,23447.93,219632.29
Rice Avenue MS,2021,101903.0,855073.0,348410.0,2233071.0,583084.0,3310001.0
Rice El Sch,2021,60514.48,1263965.98,902134.73,4684688.37,528982.77,2746950.52
Richard J. Hyde El Sch,2021,12045.08,62135.31,447091.99,2306352.6,134216.6,692364.91
Richardson MS,2021,59162.07,313083.71,2110077.44,11166459.53,497792.1,2634299.23
Richboro El Sch,2021,15796.64,95701.69,1029036.63,6431052.31,151.33,22811.84
Richland El Sch,2021,89502.72,164858.38,730614.48,4675620.06,174077.19,1114019.52
Richland HS,2021,399270.39,399533.65,1385128.88,5567351.25,618225.01,2484877.61
Richmond Sch,2021,727596.12,3463956.68,963117.07,2383719.44,21718.32,349966.45
Ridge Park El Sch,2021,113147.0,20372.0,1467687.0,8592535.0,19592.0,1032.0
Ridgway Area HS,2021,299190.62,0.0,421323.54,1286951.34,745360.0,2276734.98
Ridgway Area MS,2021,299190.62,0.0,113424.67,845207.84,200658.64,1495250.2
Ridley HS,2021,784596.05,64867.89,6939361.59,29309858.84,0.01,256872.25
Ridley MS,2021,599770.34,47381.1,4665723.91,21698930.38,0.01,187625.78
Ringgold El Sch North,2021,219035.11,95282.79,439802.36,2457062.76,439802.36,2457062.76
Ringgold El Sch South,2021,211173.44,396112.7,398841.63,3106671.47,398841.63,3106671.47
Ringgold MS,2021,360701.54,358585.48,639801.84,4281915.14,639801.84,4281915.14
Ringgold SHS,2021,311928.69,177331.51,978747.3,4762009.11,978747.3,4762009.11
Ringing Rocks El Sch,2021,30639.0,686410.0,669708.0,4103285.0,194077.0,1189106.0
Ritter El Sch,2021,155216.0,974005.0,274439.0,1722153.0,500926.0,3143392.0
River Valley HS,2021,324653.11,801135.12,1255090.09,3097141.96,1565502.17,3863134.99
River Valley MS,2021,218966.05,419087.32,846510.08,1620167.3,1055871.11,2020871.21
Riverside El Sch,2021,0.0,0.0,1.0,1.0,1.0,1.0
Riverside El Sch East,2021,310432.07,356857.64,1176554.39,5194990.8,72257.44,34.5
Riverside El Sch West,2021,230320.57,264765.35,872920.03,3854348.01,53610.36,25.6
Riverside HS,2021,60002.26,297156.21,529536.92,2737908.89,775824.32,4011309.16
Riverside JSHS,2021,460641.13,529530.7,1745840.06,7708696.02,107220.71,51.2
Riverside MS,2021,42638.9,224034.46,321665.09,1499884.98,471271.4,2197480.86
Riverview JSHS,2021,317201.0,357111.0,1102177.0,7661695.0,436916.0,3037189.0
Robb El Sch,2021,134830.6,811763.49,530386.88,3193256.55,613568.32,3694060.18
Robert D Wilson El School,2021,186769.0,0.0,0.0,2771822.58,0.0,0.0
Robert K Shafer MS,2021,555033.91,660074.56,2004916.9,7144677.04,675175.3,2365314.28
Robert Morris #27,2021,78763.29,524319.9,195476.62,1489735.66,233586.73,1780174.37
Robert Reid El Sch,2021,166109.54,1064923.79,1040365.89,4886734.9,2042.34,204326.8
Roberts El Sch,2021,48940.47,124964.31,764563.73,5115442.52,128824.91,861924.85
Robeson El Ctr,2021,8451.0,186809.13,1008608.37,5850410.16,1.0,109851.0
Robeson HS for Human Services,2021,0.0,0.0,771621.78,1539614.85,17121.01,68613.6
Robison El Sch,2021,85181.43,326311.55,273645.48,2543807.94,203152.33,2092417.72
Rochester Area El Sch,2021,0.0,0.0,328008.29,176600.43,714478.22,0.0
Rochester Area Elementary School,2021,354050.11,652686.74,0.0,0.0,0.0,3869848.2
Rochester High School,2021,314832.19,99641.95,445620.97,1038830.36,970665.92,2262813.7
Rochester MS,2021,223451.16,42119.48,327202.71,4.0,2397867.62,1600185.56
Rock L Butler MS,2021,199020.36,5179.36,239770.56,3210963.4,159847.04,2140642.27
Rockhill El Sch,2021,55878.9,156714.08,181222.36,580638.07,360559.23,1155235.0
Rockwood Area El Sch,2021,124828.39,441344.41,452229.04,2186456.2,417442.19,1788918.71
Rockwood Area JSHS,2021,94572.43,111271.78,740368.3,2196870.47,683416.9,1797439.48
Rocky Grove JSHS,2021,134951.05,89067.62,215741.62,1291725.09,660589.31,3921047.69
Rohrerstown El Sch,2021,43018.3,329746.95,773806.11,4721459.53,280771.04,1713154.05
Rolling Hills El Sch,2021,16639.72,100809.37,1095263.67,7308011.9,159.4,24029.33
Rolling Ridge El Sch,2021,68375.01,204653.55,367462.19,2872112.16,293874.69,2296946.64
Rommelt El Sch,2021,134.71,506.06,862.22,4557.8,1143.04,6042.21
