Name,DataElement,DisplayValue
Pan American Academy CS,AverageDailyMembership(ADM),727.44
Panther Valley SD,AverageDailyMembership(ADM),2072.3
Parkland SD,AverageDailyMembership(ADM),10085.58
Parkway West CTC,AverageDailyMembership(ADM),NULL
Passport Academy CS,AverageDailyMembership(ADM),118.02
Pen Argyl Area SD,AverageDailyMembership(ADM),1561
Penn Cambria SD,AverageDailyMembership(ADM),1592.34
Penn Hills CS of Entrepreneurship,AverageDailyMembership(ADM),412.02
Penn Hills SD,AverageDailyMembership(ADM),4036.38
Penn Manor SD,AverageDailyMembership(ADM),5584.62
Penn-Delco SD,AverageDailyMembership(ADM),3379.43
Penn-Trafford SD,AverageDailyMembership(ADM),3999.36
Penncrest SD,AverageDailyMembership(ADM),2693.66
Pennridge SD,AverageDailyMembership(ADM),6859.22
Penns Manor Area SD,AverageDailyMembership(ADM),766.68
Penns Valley Area SD,AverageDailyMembership(ADM),1470.52
Pennsbury SD,AverageDailyMembership(ADM),10366.14
Pennsylvania Cyber CS,AverageDailyMembership(ADM),11116.38
Pennsylvania Distance Learning CS,AverageDailyMembership(ADM),1361.1
Pennsylvania Leadership CS,AverageDailyMembership(ADM),3912.53
Pennsylvania STEAM Academy CS,AverageDailyMembership(ADM),NULL
Pennsylvania Virtual CS,AverageDailyMembership(ADM),3228.78
People for People CS,AverageDailyMembership(ADM),514.68
Pequea Valley SD,AverageDailyMembership(ADM),1472.92
Perkiomen Valley SD,AverageDailyMembership(ADM),5218.06
Perseus House CS of Excellence,AverageDailyMembership(ADM),577.98
Peters Township SD,AverageDailyMembership(ADM),3990.85
Philadelphia Academy CS,AverageDailyMembership(ADM),1163.75
Philadelphia City SD,AverageDailyMembership(ADM),197722.09
Philadelphia Electrical & Tech CHS,AverageDailyMembership(ADM),624
Philadelphia Hebrew Public CS,AverageDailyMembership(ADM),331.06
Philadelphia Montessori CS,AverageDailyMembership(ADM),217.96
Philadelphia Performing Arts CS,AverageDailyMembership(ADM),2458.3
Philipsburg-Osceola Area SD,AverageDailyMembership(ADM),1688.37
Phoenixville Area SD,AverageDailyMembership(ADM),4402.38
Pine Grove Area SD,AverageDailyMembership(ADM),1554.09
Pine-Richland SD,AverageDailyMembership(ADM),4608.7
Pittsburgh SD,AverageDailyMembership(ADM),24136.79
Pittston Area SD,AverageDailyMembership(ADM),3249.5
Pleasant Valley SD,AverageDailyMembership(ADM),4579.88
Plum Borough SD,AverageDailyMembership(ADM),3663.86
Pocono Mountain SD,AverageDailyMembership(ADM),9022.16
Port Allegany SD,AverageDailyMembership(ADM),899.22
Portage Area SD,AverageDailyMembership(ADM),848.92
Pottsgrove SD,AverageDailyMembership(ADM),3182.46
Pottstown SD,AverageDailyMembership(ADM),3421.13
Pottsville Area SD,AverageDailyMembership(ADM),2408.13
Premier Arts and Science CS,AverageDailyMembership(ADM),184.49
Preparatory CS of Mathematics Science Te,AverageDailyMembership(ADM),562.56
Propel CS-Braddock Hills,AverageDailyMembership(ADM),812.9
Propel CS-East,AverageDailyMembership(ADM),351.59
Propel CS-Hazelwood,AverageDailyMembership(ADM),265.84
Propel CS-Homestead,AverageDailyMembership(ADM),529.73
Propel CS-McKeesport,AverageDailyMembership(ADM),338.3
Propel CS-Montour,AverageDailyMembership(ADM),781.84
Propel CS-Northside,AverageDailyMembership(ADM),392.37
Propel CS-Pitcairn,AverageDailyMembership(ADM),217.6
Provident CS,AverageDailyMembership(ADM),327.75
Punxsutawney Area SD,AverageDailyMembership(ADM),2127.03
Purchase Line SD,AverageDailyMembership(ADM),840.07
Quaker Valley SD,AverageDailyMembership(ADM),1879.26
Quakertown Community SD,AverageDailyMembership(ADM),5032.32
Radnor Township SD,AverageDailyMembership(ADM),3629.7
Reach Cyber CS,AverageDailyMembership(ADM),7425.45
Reading Muhlenberg CTC,AverageDailyMembership(ADM),NULL
Reading SD,AverageDailyMembership(ADM),18624.36
Red Lion Area SD,AverageDailyMembership(ADM),5361.88
Redbank Valley SD,AverageDailyMembership(ADM),1066
Renaissance Academy CS,AverageDailyMembership(ADM),1103.75
Reynolds SD,AverageDailyMembership(ADM),990.86
Richard Allen Preparatory CS,AverageDailyMembership(ADM),374.52
Richland SD,AverageDailyMembership(ADM),1549.3
Ridgway Area SD,AverageDailyMembership(ADM),797.16
Ridley SD,AverageDailyMembership(ADM),5679.47
Ringgold SD,AverageDailyMembership(ADM),2799.6
Riverside Beaver County SD,AverageDailyMembership(ADM),1435.57
Riverside SD,AverageDailyMembership(ADM),1546.78
Riverview SD,AverageDailyMembership(ADM),971.54
Robert Benjamin Wiley Community CS,AverageDailyMembership(ADM),526.53
Roberto Clemente CS,AverageDailyMembership(ADM),621.64
Rochester Area SD,AverageDailyMembership(ADM),811.72
Rockwood Area SD,AverageDailyMembership(ADM),664.62
Rose Tree Media SD,AverageDailyMembership(ADM),4126.12
Russell Byers CS,AverageDailyMembership(ADM),703.9
Saint Clair Area SD,AverageDailyMembership(ADM),790.91
Saint Marys Area SD,AverageDailyMembership(ADM),1923.2
Salisbury Township SD,AverageDailyMembership(ADM),1591.2
Salisbury-Elk Lick SD,AverageDailyMembership(ADM),270.69
Sankofa Freedom Academy CS,AverageDailyMembership(ADM),640.18
Saucon Valley SD,AverageDailyMembership(ADM),2131.34
Sayre Area SD,AverageDailyMembership(ADM),987.42
School Lane CS,AverageDailyMembership(ADM),1354.55
Schuylkill Haven Area SD,AverageDailyMembership(ADM),1172.37
Schuylkill Technology Centers-North Camp,AverageDailyMembership(ADM),NULL
Schuylkill Valley SD,AverageDailyMembership(ADM),2058.69
Scranton SD,AverageDailyMembership(ADM),10121.52
Selinsgrove Area SD,AverageDailyMembership(ADM),2526.87
Seneca Highlands Career and Technical Ce,AverageDailyMembership(ADM),NULL
Seneca Valley SD,AverageDailyMembership(ADM),7535.58
Seven Generations CS,AverageDailyMembership(ADM),338.02
Shade-Central City SD,AverageDailyMembership(ADM),364.72
Shaler Area SD,AverageDailyMembership(ADM),4093.81
Shamokin Area SD,AverageDailyMembership(ADM),2393.21
Shanksville-Stonycreek SD,AverageDailyMembership(ADM),283.04
Sharon City SD,AverageDailyMembership(ADM),2044.48
Sharpsville Area SD,AverageDailyMembership(ADM),1073.98
Shenandoah Valley SD,AverageDailyMembership(ADM),1204.68
Shenango Area SD,AverageDailyMembership(ADM),1116.39
Shikellamy SD,AverageDailyMembership(ADM),3015.06
Shippensburg Area SD,AverageDailyMembership(ADM),3646.46
Slippery Rock Area SD,AverageDailyMembership(ADM),1979.8
Smethport Area SD,AverageDailyMembership(ADM),742.53
Solanco SD,AverageDailyMembership(ADM),3207.6
Somerset Area SD,AverageDailyMembership(ADM),2052.82
Somerset County Technology Center,AverageDailyMembership(ADM),NULL
Souderton Area SD,AverageDailyMembership(ADM),6470.09
Souderton CS Collaborative,AverageDailyMembership(ADM),229.86
South Allegheny SD,AverageDailyMembership(ADM),1567.16
South Butler County SD,AverageDailyMembership(ADM),2111.84
South Eastern SD,AverageDailyMembership(ADM),2631.99
South Fayette Township SD,AverageDailyMembership(ADM),3501.29
South Middleton SD,AverageDailyMembership(ADM),2195.09
South Park SD,AverageDailyMembership(ADM),1850.89
South Side Area SD,AverageDailyMembership(ADM),1041.52
South Western SD,AverageDailyMembership(ADM),4650.03
South Williamsport Area SD,AverageDailyMembership(ADM),1258.07
Southeast Delco SD,AverageDailyMembership(ADM),4697.39
Southeastern Greene SD,AverageDailyMembership(ADM),606.96
Southern Columbia Area SD,AverageDailyMembership(ADM),1327.81
Southern Fulton SD,AverageDailyMembership(ADM),719.95
Southern Huntingdon County SD,AverageDailyMembership(ADM),1122.45
Southern Lehigh SD,AverageDailyMembership(ADM),3292.17
Southern Tioga SD,AverageDailyMembership(ADM),1766.2
Southern York County SD,AverageDailyMembership(ADM),3016
Southmoreland SD,AverageDailyMembership(ADM),1923.31
Southwest Leadership Academy CS,AverageDailyMembership(ADM),719.51
Spectrum CS,AverageDailyMembership(ADM),38.43
Spring Cove SD,AverageDailyMembership(ADM),1736.01
Spring Grove Area SD,AverageDailyMembership(ADM),4160.73
Spring-Ford Area SD,AverageDailyMembership(ADM),8177.84
Springfield SD,AverageDailyMembership(ADM),4425.34
Springfield Township SD,AverageDailyMembership(ADM),2605.18
State College Area SD,AverageDailyMembership(ADM),7086.72
Steel Center for Career and Technical Ed,AverageDailyMembership(ADM),NULL
Steel Valley SD,AverageDailyMembership(ADM),1659.62
Steelton-Highspire SD,AverageDailyMembership(ADM),1617.9
Sto-Rox SD,AverageDailyMembership(ADM),1815.22
Stone Valley Community CS,AverageDailyMembership(ADM),85.85
Stroudsburg Area SD,AverageDailyMembership(ADM),5070.51
Sugar Valley Rural CS,AverageDailyMembership(ADM),473.83
Sullivan County SD,AverageDailyMembership(ADM),661.02
SUN Area Technical Institute,AverageDailyMembership(ADM),NULL
Susquehanna Community SD,AverageDailyMembership(ADM),817.99
Susquehanna County CTC,AverageDailyMembership(ADM),NULL
Susquehanna Township SD,AverageDailyMembership(ADM),3387.39
Susquenita SD,AverageDailyMembership(ADM),1914.37
Sylvan Heights Science CS,AverageDailyMembership(ADM),212.09
Tacony Academy CS,AverageDailyMembership(ADM),1079.4
Tamaqua Area SD,AverageDailyMembership(ADM),2275.47
TECH Freire CS,AverageDailyMembership(ADM),479.58
The New Academy CS,AverageDailyMembership(ADM),67.34
The Philadelphia CS for Arts and Science,AverageDailyMembership(ADM),988.33
Tidioute Community CS,AverageDailyMembership(ADM),293.17
Titusville Area SD,AverageDailyMembership(ADM),1932.61
Towanda Area SD,AverageDailyMembership(ADM),1543.11
Tredyffrin-Easttown SD,AverageDailyMembership(ADM),7074.06
Tri-Valley SD,AverageDailyMembership(ADM),936.75
Trinity Area SD,AverageDailyMembership(ADM),3337.65
Troy Area SD,AverageDailyMembership(ADM),1465.23
Tulpehocken Area SD,AverageDailyMembership(ADM),1371.82
Tunkhannock Area SD,AverageDailyMembership(ADM),2210.67
Turkeyfoot Valley Area SD,AverageDailyMembership(ADM),280
Tuscarora SD,AverageDailyMembership(ADM),2357.33
Tussey Mountain SD,AverageDailyMembership(ADM),957.68
Twin Valley SD,AverageDailyMembership(ADM),3241.61
Tyrone Area SD,AverageDailyMembership(ADM),1811.17
Union Area SD,AverageDailyMembership(ADM),785.73
Union City Area SD,AverageDailyMembership(ADM),1034.51
Union SD,AverageDailyMembership(ADM),587.63
Uniontown Area SD,AverageDailyMembership(ADM),2681.04
Unionville-Chadds Ford SD,AverageDailyMembership(ADM),4043.23
United SD,AverageDailyMembership(ADM),953.39
Universal Alcorn CS,AverageDailyMembership(ADM),502.85
Universal Audenried CS,AverageDailyMembership(ADM),538.03
Universal Creighton CS,AverageDailyMembership(ADM),694.07
Universal Institute CS,AverageDailyMembership(ADM),577.01
Universal Vare CS,AverageDailyMembership(ADM),211.95
Upper Adams SD,AverageDailyMembership(ADM),1750.02
Upper Bucks County Technical School,AverageDailyMembership(ADM),NULL
Upper Darby SD,AverageDailyMembership(ADM),13306.91
Upper Dauphin Area SD,AverageDailyMembership(ADM),1113.03
Upper Dublin SD,AverageDailyMembership(ADM),4110.81
Upper Merion Area SD,AverageDailyMembership(ADM),4454.91
Upper Moreland Township SD,AverageDailyMembership(ADM),3411.45
Upper Perkiomen SD,AverageDailyMembership(ADM),3405.59
Upper Saint Clair SD,AverageDailyMembership(ADM),3969.14
Urban Academy of Greater Pittsburgh CS,AverageDailyMembership(ADM),303.37
Urban Pathways 6-12 CS,AverageDailyMembership(ADM),294.65
Urban Pathways K-5 College CS,AverageDailyMembership(ADM),299.31
Valley Grove SD,AverageDailyMembership(ADM),836.61
Valley View SD,AverageDailyMembership(ADM),2436.38
Venango Technology Center,AverageDailyMembership(ADM),NULL
Vida CS,AverageDailyMembership(ADM),220.89
Vision Academy CS,AverageDailyMembership(ADM),413.7
Wallenpaupack Area SD,AverageDailyMembership(ADM),2843.34
Wallingford-Swarthmore SD,AverageDailyMembership(ADM),3658.07
Warren County Area Vocational-Technical School,AverageDailyMembership(ADM),NULL
Warren County SD,AverageDailyMembership(ADM),4307.93
Warrior Run SD,AverageDailyMembership(ADM),1493.52
Warwick SD,AverageDailyMembership(ADM),3898.33
Washington SD,AverageDailyMembership(ADM),1535.05
Wattsburg Area SD,AverageDailyMembership(ADM),1318.97
Wayne Highlands SD,AverageDailyMembership(ADM),2472.01
Waynesboro Area SD,AverageDailyMembership(ADM),4582.67
Weatherly Area SD,AverageDailyMembership(ADM),658.65
Wellsboro Area SD,AverageDailyMembership(ADM),1473.85
West Allegheny SD,AverageDailyMembership(ADM),3397.67
West Branch Area SD,AverageDailyMembership(ADM),953.65
West Chester Area SD,AverageDailyMembership(ADM),12644.31
West Greene SD,AverageDailyMembership(ADM),670.07
West Jefferson Hills SD,AverageDailyMembership(ADM),3375.96
West Middlesex Area SD,AverageDailyMembership(ADM),759.59
West Mifflin Area SD,AverageDailyMembership(ADM),2404.43
West Oak Lane CS,AverageDailyMembership(ADM),962.04
West Perry SD,AverageDailyMembership(ADM),2367.59
West Phila. Achievement CES,AverageDailyMembership(ADM),618.43
West Shore SD,AverageDailyMembership(ADM),7779.28
West Side CTC,AverageDailyMembership(ADM),NULL
West York Area SD,AverageDailyMembership(ADM),3143.92
Western Area Career and Technology Center (of Washington County),AverageDailyMembership(ADM),NULL
Western Beaver County SD,AverageDailyMembership(ADM),724.16
Western Montgomery CTC,AverageDailyMembership(ADM),NULL
Western Wayne SD,AverageDailyMembership(ADM),1865.52
Westinghouse Arts Academy CS,AverageDailyMembership(ADM),300.41
Westmont Hilltop SD,AverageDailyMembership(ADM),1549.15
Whitehall-Coplay SD,AverageDailyMembership(ADM),4535.53
Wilkes-Barre Area CTC,AverageDailyMembership(ADM),NULL
Wilkes-Barre Area SD,AverageDailyMembership(ADM),8497.18
Wilkinsburg Borough SD,AverageDailyMembership(ADM),1144.09
William Penn SD,AverageDailyMembership(ADM),5591.58
Williams Valley SD,AverageDailyMembership(ADM),1071.28
Williamsburg Community SD,AverageDailyMembership(ADM),520.57
Williamsport Area SD,AverageDailyMembership(ADM),5035.99
Wilmington Area SD,AverageDailyMembership(ADM),1033.75
Wilson Area SD,AverageDailyMembership(ADM),2355.58
Wilson SD,AverageDailyMembership(ADM),6435.87
Windber Area SD,AverageDailyMembership(ADM),1270.36
Wissahickon CS,AverageDailyMembership(ADM),941.24
Wissahickon SD,AverageDailyMembership(ADM),5044.83
Woodland Hills SD,AverageDailyMembership(ADM),4447.75
Wyalusing Area SD,AverageDailyMembership(ADM),1302.34
Wyoming Area SD,AverageDailyMembership(ADM),2180.52
Wyoming Valley West SD,AverageDailyMembership(ADM),5386.04
Wyomissing Area SD,AverageDailyMembership(ADM),1829.07
York Academy Regional CS,AverageDailyMembership(ADM),949.68
York City SD,AverageDailyMembership(ADM),8069.83
York Co School of Technology,AverageDailyMembership(ADM),NULL
York Suburban SD,AverageDailyMembership(ADM),3298.04
Yough SD,AverageDailyMembership(ADM),1881.38
Young Scholars CS,AverageDailyMembership(ADM),246.6
Young Scholars of Central PA CS,AverageDailyMembership(ADM),374.2
Young Scholars of Greater Allegheny CS,AverageDailyMembership(ADM),293
Young Scholars of Western Pennsylvania C,AverageDailyMembership(ADM),322.66
Youth Build Phila CS,AverageDailyMembership(ADM),129.4
21st Century Cyber CS,BasedonInstruction,11550432.91
A W Beattie Career Center,BasedonInstruction,5755467.02
Abington Heights SD,BasedonInstruction,35325104.53
Abington SD,BasedonInstruction,100304101.9
Achievement House CS,BasedonInstruction,7393997
Ad Prima CS,BasedonInstruction,5898410
Adams County Technical Institute,BasedonInstruction,844498.88
Admiral Peary Area Vocational-Technical School,BasedonInstruction,2514825.95
Agora Cyber CS,BasedonInstruction,77375041
Albert Gallatin Area SD,BasedonInstruction,36280070.78
Aliquippa SD,BasedonInstruction,12970725.37
Allegheny Valley SD,BasedonInstruction,11853964.19
Allegheny-Clarion Valley SD,BasedonInstruction,9963097.91
Allentown City SD,BasedonInstruction,239012719
Alliance for Progress CS,BasedonInstruction,4660842
Altoona Area SD,BasedonInstruction,72635240.84
Ambridge Area SD,BasedonInstruction,29722603.66
Annville-Cleona SD,BasedonInstruction,15014866.67
Antietam SD,BasedonInstruction,12417538.21
Antonia Pantoja Community CS,BasedonInstruction,7651045
Apollo-Ridge SD,BasedonInstruction,15607327.53
Armstrong SD,BasedonInstruction,66145673.04
Arts Academy CS,BasedonInstruction,2817878.44
Arts Academy Elementary CS,BasedonInstruction,4021583.48
ASPIRA Bilingual Cyber CS,BasedonInstruction,6261861
Athens Area SD,BasedonInstruction,26961969.97
Austin Area SD,BasedonInstruction,2430408
Avella Area SD,BasedonInstruction,6841150.1
Avon Grove CS,BasedonInstruction,19227896
Avon Grove SD,BasedonInstruction,61755186.18
Avonworth SD,BasedonInstruction,21025830.13
Baden Academy CS,BasedonInstruction,6003272.83
Bald Eagle Area SD,BasedonInstruction,19529113.63
Baldwin-Whitehall SD,BasedonInstruction,42774681.6
Bangor Area SD,BasedonInstruction,34545836.88
Bear Creek Community CS,BasedonInstruction,3620615.6
Beaver Area SD,BasedonInstruction,18521877.01
Beaver County CTC,BasedonInstruction,3383916.07
Bedford Area SD,BasedonInstruction,18425755.24
Bedford County Technical Center,BasedonInstruction,1174180.88
Belle Vernon Area SD,BasedonInstruction,23680623.14
Bellefonte Area SD,BasedonInstruction,33432693.19
Bellwood-Antis SD,BasedonInstruction,12496647.66
Belmont CS,BasedonInstruction,12481503
Bensalem Township SD,BasedonInstruction,104999042.3
Benton Area SD,BasedonInstruction,7821246.02
Bentworth SD,BasedonInstruction,11533471.39
Berks CTC-East Campus,BasedonInstruction,9363107.11
Berlin Brothersvalley SD,BasedonInstruction,7913356.1
Bermudian Springs SD,BasedonInstruction,19530043.65
Berwick Area SD,BasedonInstruction,32545937.7
Bethel Park SD,BasedonInstruction,58763983.53
Bethlehem Area SD,BasedonInstruction,195417477.5
Bethlehem Area Vocational-Technical School,BasedonInstruction,6447093
Bethlehem-Center SD,BasedonInstruction,0
Big Beaver Falls Area SD,BasedonInstruction,19453425.71
Big Spring SD,BasedonInstruction,33196844.9
Blackhawk SD,BasedonInstruction,24888329.15
Blacklick Valley SD,BasedonInstruction,6852679.4
Blairsville-Saltsburg SD,BasedonInstruction,21702187
Bloomsburg Area SD,BasedonInstruction,16634865.48
Blue Mountain SD,BasedonInstruction,26659526.47
Blue Ridge SD,BasedonInstruction,11962813.28
Boyertown Area SD,BasedonInstruction,78039572.04
Boys' Latin of Philadelphia CS,BasedonInstruction,7502884
Bradford Area SD,BasedonInstruction,26122618.99
Brandywine Heights Area SD,BasedonInstruction,20584328.55
Brentwood Borough SD,BasedonInstruction,16523913.04
Bristol Borough SD,BasedonInstruction,18904217.64
Bristol Township SD,BasedonInstruction,98182812.89
Brockway Area SD,BasedonInstruction,10098393.27
